GeneID	HZHBY	HZHBZ	HZHCA	HZHCB	HZHCC
jgi.p|Suilu4|2517328	717	1023	593	825	754
jgi.p|Suilu4|25181	301	552	383	607	546
jgi.p|Suilu4|2518140	632	1087	647	618	404
jgi.p|Suilu4|2519033	0	0	0	0	0
jgi.p|Suilu4|2524443	202	296	207	213	206
jgi.p|Suilu4|2525897	149	207	112	183	148
jgi.p|Suilu4|2526678	44	63	40	45	45
jgi.p|Suilu4|2526965	26	25	14	26	12
jgi.p|Suilu4|2527047	55	95	94	110	102
jgi.p|Suilu4|25276	230	376	191	272	230
jgi.p|Suilu4|2527924	125	167	118	82	42
jgi.p|Suilu4|2528619	7670	8101	1685	1041	753
jgi.p|Suilu4|252914	25	41	27	18	15
jgi.p|Suilu4|2530103	458	528	295	100	598
jgi.p|Suilu4|2531104	118	194	155	143	109
jgi.p|Suilu4|2531592	0	0	0	0	0
jgi.p|Suilu4|2532366	101	157	107	223	187
jgi.p|Suilu4|2532368	418	651	334	405	341
jgi.p|Suilu4|25326	293	428	281	362	274
jgi.p|Suilu4|2534133	0	1	0	0	0
jgi.p|Suilu4|2534295	0	0	0	0	0
jgi.p|Suilu4|2534791	0	0	0	0	0
jgi.p|Suilu4|2534929	0	0	1	0	0
jgi.p|Suilu4|2535846	104	184	79	109	71
jgi.p|Suilu4|2536256	918	1563	709	940	665
jgi.p|Suilu4|2536354	4	9	14	12	8
jgi.p|Suilu4|25364	0	0	0	0	0
jgi.p|Suilu4|2536520	46	104	52	45	49
jgi.p|Suilu4|2537134	14	26	26	89	45
jgi.p|Suilu4|2537479	93	129	153	163	104
jgi.p|Suilu4|2538699	2520	4210	1943	3513	3317
jgi.p|Suilu4|2539170	92	156	81	146	59
jgi.p|Suilu4|2539485	120	250	117	197	140
jgi.p|Suilu4|2539581	444	704	264	227	188
jgi.p|Suilu4|2539649	253	538	247	531	426
jgi.p|Suilu4|2539849	24	61	12	33	33
jgi.p|Suilu4|2539920	0	0	0	0	0
jgi.p|Suilu4|2540534	29	20	28	25	22
jgi.p|Suilu4|25409	1658	3007	1877	3637	3158
jgi.p|Suilu4|2541893	2837	4535	2307	3003	2898
jgi.p|Suilu4|2542201	231	366	257	355	248
jgi.p|Suilu4|2542382	80	159	61	125	144
jgi.p|Suilu4|2543487	115	183	106	233	237
jgi.p|Suilu4|2544246	25	51	14	31	24
jgi.p|Suilu4|2544337	10	21	16	14	7
jgi.p|Suilu4|2544362	0	0	0	0	0
jgi.p|Suilu4|2544668	161	231	194	259	201
jgi.p|Suilu4|2544816	71	151	118	85	61
jgi.p|Suilu4|2544971	159	150	120	58	90
jgi.p|Suilu4|25453	0	0	0	0	0
jgi.p|Suilu4|2545385	8903	14845	7489	6551	5791
jgi.p|Suilu4|2545564	158	225	109	228	195
jgi.p|Suilu4|2546806	17	24	12	11	22
jgi.p|Suilu4|2546837	40	49	24	30	15
jgi.p|Suilu4|2547131	5659	9375	6269	3256	2983
jgi.p|Suilu4|2547789	360	708	299	294	296
jgi.p|Suilu4|2548246	5261	8648	4532	2896	2785
jgi.p|Suilu4|2548467	4958	6836	4639	3527	2676
jgi.p|Suilu4|25496	0	0	0	0	0
jgi.p|Suilu4|2549740	627	822	618	440	273
jgi.p|Suilu4|25499	0	0	0	0	0
jgi.p|Suilu4|2551225	11	23	8	67	61
jgi.p|Suilu4|25513	0	0	0	0	0
jgi.p|Suilu4|2551336	70	122	45	334	244
jgi.p|Suilu4|2551382	909	1688	791	916	665
jgi.p|Suilu4|2551651	374	687	292	1303	714
jgi.p|Suilu4|2552186	212	255	200	98	88
jgi.p|Suilu4|2552406	709	1058	437	940	744
jgi.p|Suilu4|2553344	541	896	498	528	465
jgi.p|Suilu4|2555294	273	649	202	137	142
jgi.p|Suilu4|2556552	2558	4477	2882	5232	5242
jgi.p|Suilu4|2556637	987	1368	655	728	673
jgi.p|Suilu4|2557569	1	4	3	15	6
jgi.p|Suilu4|2557637	102	175	94	241	231
jgi.p|Suilu4|2558281	98	189	119	211	176
jgi.p|Suilu4|25584	0	0	0	0	0
jgi.p|Suilu4|25586	7	18	14	9	12
jgi.p|Suilu4|2558688	148	209	130	155	161
jgi.p|Suilu4|2558924	1547	2656	1508	1428	1128
jgi.p|Suilu4|2559951	190	261	212	339	378
jgi.p|Suilu4|2559957	888	1320	741	1272	1131
jgi.p|Suilu4|2562547	942	1411	880	511	351
jgi.p|Suilu4|2564008	534	920	562	647	489
jgi.p|Suilu4|2565099	255	453	248	591	487
jgi.p|Suilu4|2566318	0	0	0	0	0
jgi.p|Suilu4|2567429	293	378	159	195	195
jgi.p|Suilu4|2567599	758	1281	643	1653	1391
jgi.p|Suilu4|2568706	3182	4365	2008	972	854
jgi.p|Suilu4|256895	0	1	1	1	0
jgi.p|Suilu4|2569685	946	1615	975	1415	1200
jgi.p|Suilu4|2570121	50	87	31	35	51
jgi.p|Suilu4|2570338	1901	2995	1357	1150	1237
jgi.p|Suilu4|257082	63	101	73	105	94
jgi.p|Suilu4|2573228	30	58	26	41	38
jgi.p|Suilu4|2574234	0	0	0	0	0
jgi.p|Suilu4|2574431	167	218	81	88	68
jgi.p|Suilu4|2576340	547	921	535	887	788
jgi.p|Suilu4|2577294	953	1348	1067	713	554
jgi.p|Suilu4|2577696	0	0	0	0	0
jgi.p|Suilu4|2577915	40	73	37	21	24
jgi.p|Suilu4|25787	0	0	0	0	0
jgi.p|Suilu4|2578892	182	309	163	256	159
jgi.p|Suilu4|2579398	719	1306	699	1301	1513
jgi.p|Suilu4|2579563	148	271	165	149	132
jgi.p|Suilu4|2579873	392	571	430	479	427
jgi.p|Suilu4|2579949	21	61	34	35	43
jgi.p|Suilu4|2580136	296	458	240	276	201
jgi.p|Suilu4|2580505	1633	3349	2178	1222	740
jgi.p|Suilu4|2580512	25449	50329	24212	24615	17330
jgi.p|Suilu4|2580629	228	327	199	277	185
jgi.p|Suilu4|2580838	131	257	129	172	142
jgi.p|Suilu4|25812	0	0	0	0	0
jgi.p|Suilu4|2581763	0	0	0	0	0
jgi.p|Suilu4|2582321	161	280	201	219	165
jgi.p|Suilu4|2582778	8	21	12	9	16
jgi.p|Suilu4|2583240	78	144	100	67	73
jgi.p|Suilu4|2583336	1	0	0	0	1
jgi.p|Suilu4|2583605	950	1060	702	1432	1624
jgi.p|Suilu4|2584132	361	643	356	266	222
jgi.p|Suilu4|2584398	280	523	281	400	308
jgi.p|Suilu4|2584418	567	720	359	518	466
jgi.p|Suilu4|2584537	266	369	194	260	198
jgi.p|Suilu4|2584753	21	29	31	28	16
jgi.p|Suilu4|2584918	3644	5859	3259	3848	3100
jgi.p|Suilu4|2585570	8	22	3	24	14
jgi.p|Suilu4|2585867	510	794	531	476	356
jgi.p|Suilu4|25867	1084	1878	1224	1558	1205
jgi.p|Suilu4|2587066	657	1053	594	795	540
jgi.p|Suilu4|2587249	372	776	414	1081	1013
jgi.p|Suilu4|258742	229	327	215	253	238
jgi.p|Suilu4|2588297	316	549	219	288	172
jgi.p|Suilu4|25892	61	118	79	96	97
jgi.p|Suilu4|2589232	6447	11080	5448	5358	4019
jgi.p|Suilu4|2590802	749	1355	900	1432	1257
jgi.p|Suilu4|2591358	92	194	72	69	77
jgi.p|Suilu4|2591623	4293	6881	3534	3870	2949
jgi.p|Suilu4|2592237	816	1041	455	604	514
jgi.p|Suilu4|2592820	1825	2219	1574	827	554
jgi.p|Suilu4|2593162	613	912	618	772	783
jgi.p|Suilu4|25938	0	0	0	0	0
jgi.p|Suilu4|2593890	6	13	12	12	34
jgi.p|Suilu4|2594163	353	506	373	191	167
jgi.p|Suilu4|2594732	1581	2930	1373	1451	1132
jgi.p|Suilu4|2595256	71	193	92	119	133
jgi.p|Suilu4|2595525	24558	25461	2953	982	728
jgi.p|Suilu4|2596965	1074	1865	1133	1118	959
jgi.p|Suilu4|2598090	99	170	88	63	70
jgi.p|Suilu4|2598184	130	310	137	105	121
jgi.p|Suilu4|2599375	820	1515	877	1015	850
jgi.p|Suilu4|2600791	2210	3487	1893	2521	1824
jgi.p|Suilu4|2601422	652	936	316	483	510
jgi.p|Suilu4|2601728	1	0	0	0	0
jgi.p|Suilu4|2602127	139	150	37	47	30
jgi.p|Suilu4|2604464	1504	2852	1525	3225	2456
jgi.p|Suilu4|2604486	1086	1784	1234	410	259
jgi.p|Suilu4|2604953	2661	4994	2780	104	100
jgi.p|Suilu4|2605439	247	430	287	280	189
jgi.p|Suilu4|2605606	13	16	9	32	24
jgi.p|Suilu4|2606226	0	0	0	0	0
jgi.p|Suilu4|2607383	22	27	39	29	18
jgi.p|Suilu4|2608465	121	192	115	127	109
jgi.p|Suilu4|2608520	34	69	53	55	42
jgi.p|Suilu4|2608969	4049	7564	3674	4740	4064
jgi.p|Suilu4|2609092	0	0	0	0	0
jgi.p|Suilu4|2609675	2676	3803	1910	1951	1673
jgi.p|Suilu4|26099	1018	1945	1094	1542	1344
jgi.p|Suilu4|2610165	193	290	201	297	198
jgi.p|Suilu4|2610367	161	235	134	360	322
jgi.p|Suilu4|2610580	952	1480	990	1115	931
jgi.p|Suilu4|2611729	260	451	265	417	355
jgi.p|Suilu4|2613404	95	165	105	86	79
jgi.p|Suilu4|2615414	5043	8790	4284	11037	11087
jgi.p|Suilu4|2615762	502	889	617	778	773
jgi.p|Suilu4|2616126	632	1372	431	65	47
jgi.p|Suilu4|2616403	2126	3716	1850	3664	4170
jgi.p|Suilu4|2616788	473	912	516	510	373
jgi.p|Suilu4|2617801	131	208	62	101	52
jgi.p|Suilu4|2617803	612	1090	703	727	630
jgi.p|Suilu4|2618249	441	816	404	377	226
jgi.p|Suilu4|2618727	50	81	33	11	0
jgi.p|Suilu4|2619327	59	77	45	69	75
jgi.p|Suilu4|26215	0	0	0	0	0
jgi.p|Suilu4|2622227	9	22	7	6	5
jgi.p|Suilu4|2622382	17132	32211	14458	5163	5828
jgi.p|Suilu4|2622493	40	92	37	60	54
jgi.p|Suilu4|2622526	2863	4662	1843	1335	2309
jgi.p|Suilu4|2623337	1908	3182	1937	3592	4219
jgi.p|Suilu4|2624150	545	1039	733	114	86
jgi.p|Suilu4|2624622	51	115	65	145	160
jgi.p|Suilu4|2624855	4	6	3	8	11
jgi.p|Suilu4|2624962	88	135	63	73	93
jgi.p|Suilu4|2625248	0	0	0	0	0
jgi.p|Suilu4|2625392	1	7	0	3	5
jgi.p|Suilu4|2625420	23	29	30	56	38
jgi.p|Suilu4|262555	12	18	9	7	6
jgi.p|Suilu4|2625631	69	148	80	158	219
jgi.p|Suilu4|26258	0	0	0	0	0
jgi.p|Suilu4|2626233	230	432	236	268	243
jgi.p|Suilu4|2627075	1206	1057	159	496	424
jgi.p|Suilu4|2627615	0	0	0	0	0
jgi.p|Suilu4|2627998	181	275	63	102	50
jgi.p|Suilu4|26280	0	0	0	0	0
jgi.p|Suilu4|26284	0	0	0	0	0
jgi.p|Suilu4|2628895	17	27	20	22	24
jgi.p|Suilu4|2629023	666	1047	752	937	731
jgi.p|Suilu4|2629309	289	412	322	402	319
jgi.p|Suilu4|2629313	1351	1877	870	852	911
jgi.p|Suilu4|2629582	1402	2055	1241	929	754
jgi.p|Suilu4|26308	0	0	0	0	0
jgi.p|Suilu4|2630948	273	591	231	198	164
jgi.p|Suilu4|2631239	370	667	328	714	244
jgi.p|Suilu4|2631271	98	103	82	91	83
jgi.p|Suilu4|2631472	1334	2044	1223	110	129
jgi.p|Suilu4|2632844	0	0	0	0	0
jgi.p|Suilu4|2633526	15	50	30	49	34
jgi.p|Suilu4|2633746	3	11	9	14	14
jgi.p|Suilu4|2634078	51	63	54	78	54
jgi.p|Suilu4|2634227	974	1609	920	1693	1687
jgi.p|Suilu4|2634392	74	124	103	6239	6590
jgi.p|Suilu4|2635191	1031	1908	787	2360	2193
jgi.p|Suilu4|2635311	13	14	19	20	22
jgi.p|Suilu4|26355	1006	1872	1255	1029	760
jgi.p|Suilu4|26357	666	938	617	540	320
jgi.p|Suilu4|2636017	753	1260	607	1118	906
jgi.p|Suilu4|2636543	34	33	16	41	24
jgi.p|Suilu4|2636740	857	1619	934	1133	779
jgi.p|Suilu4|26368	0	0	0	0	0
jgi.p|Suilu4|2637276	3778	6209	3269	4947	4255
jgi.p|Suilu4|2637866	26	19	13	10	1
jgi.p|Suilu4|2637949	822	1421	690	703	522
jgi.p|Suilu4|26380	0	0	0	0	0
jgi.p|Suilu4|2638085	315	483	257	241	243
jgi.p|Suilu4|26385	0	2	1	6	3
jgi.p|Suilu4|26396	1450	2764	1592	2132	1952
jgi.p|Suilu4|26397	1437	2148	1288	1727	1464
jgi.p|Suilu4|263982	2145	3526	1947	1671	1346
jgi.p|Suilu4|2639930	264	406	255	465	519
jgi.p|Suilu4|2641077	699	1048	698	1435	1142
jgi.p|Suilu4|2642505	5193	8100	4270	4436	3755
jgi.p|Suilu4|2643270	2253	4138	1672	865	742
jgi.p|Suilu4|2644388	2382	3868	1240	547	417
jgi.p|Suilu4|2644390	3063	4771	2405	2649	2309
jgi.p|Suilu4|2645574	442	677	284	412	250
jgi.p|Suilu4|2646345	163	281	184	183	152
jgi.p|Suilu4|26466	508	865	534	801	680
jgi.p|Suilu4|2646724	35	48	31	59	58
jgi.p|Suilu4|2647802	616	918	558	736	566
jgi.p|Suilu4|2650310	989	1695	859	1771	1855
jgi.p|Suilu4|2650325	1341	2208	1447	9415	8691
jgi.p|Suilu4|2650435	436	678	284	537	334
jgi.p|Suilu4|2650652	5302	8375	4556	6185	5593
jgi.p|Suilu4|26522	0	0	1	3	2
jgi.p|Suilu4|2652213	1305	2240	1146	1788	1397
jgi.p|Suilu4|26524	0	0	0	0	0
jgi.p|Suilu4|2652546	37	69	33	29	41
jgi.p|Suilu4|26528	0	0	0	0	0
jgi.p|Suilu4|265342	225	402	262	566	538
jgi.p|Suilu4|26540	0	0	0	0	0
jgi.p|Suilu4|26541	0	0	0	0	0
jgi.p|Suilu4|2654862	729	1166	528	756	822
jgi.p|Suilu4|2654894	1179	2338	796	1407	983
jgi.p|Suilu4|26552	0	0	0	0	0
jgi.p|Suilu4|2656410	146	192	90	91	64
jgi.p|Suilu4|2656659	0	0	0	0	0
jgi.p|Suilu4|26580	308	546	333	334	292
jgi.p|Suilu4|2658702	3404	4553	2297	2540	1753
jgi.p|Suilu4|2659217	1358	1996	1440	615	269
jgi.p|Suilu4|26594	682	1084	542	1034	795
jgi.p|Suilu4|2659729	179	301	229	323	270
jgi.p|Suilu4|2659881	27	47	40	56	24
jgi.p|Suilu4|266001	1559	2709	1894	2199	2389
jgi.p|Suilu4|2660560	2092	3126	2285	2888	3533
jgi.p|Suilu4|26606	0	0	0	0	0
jgi.p|Suilu4|26607	0	0	0	0	0
jgi.p|Suilu4|2662447	6	17	5	29	26
jgi.p|Suilu4|2662664	142	217	110	91	61
jgi.p|Suilu4|26630	0	0	0	0	0
jgi.p|Suilu4|26637	0	0	0	0	0
jgi.p|Suilu4|26642	234	351	209	326	259
jgi.p|Suilu4|2664475	2840	5358	2883	3172	2549
jgi.p|Suilu4|2664617	962	1553	1016	1647	1504
jgi.p|Suilu4|2664688	271	465	294	366	282
jgi.p|Suilu4|2664848	1546	2394	1234	3804	3282
jgi.p|Suilu4|2665010	5180	8238	4367	5645	3764
jgi.p|Suilu4|2665909	456	750	531	588	532
jgi.p|Suilu4|2666519	29	51	35	15	14
jgi.p|Suilu4|2666546	391	598	418	294	284
jgi.p|Suilu4|2666720	416	615	386	544	453
jgi.p|Suilu4|2666932	23	40	15	34	33
jgi.p|Suilu4|2667145	653	1019	637	774	672
jgi.p|Suilu4|2668021	35	70	50	81	57
jgi.p|Suilu4|2668385	0	0	0	0	0
jgi.p|Suilu4|2668643	352	616	428	517	368
jgi.p|Suilu4|2669752	29	82	27	36	41
jgi.p|Suilu4|2670555	100	151	54	47	54
jgi.p|Suilu4|26709	0	0	0	0	0
jgi.p|Suilu4|2671095	112	210	136	173	114
jgi.p|Suilu4|2671575	198	322	220	193	135
jgi.p|Suilu4|2671952	56	97	28	31	43
jgi.p|Suilu4|2672208	3869	6401	3418	3985	3162
jgi.p|Suilu4|2672245	135	197	125	237	227
jgi.p|Suilu4|26728	1290	2449	1108	1917	1816
jgi.p|Suilu4|2672922	1129	1788	1143	1400	1124
jgi.p|Suilu4|2673779	95	206	88	146	108
jgi.p|Suilu4|2674636	60	92	62	53	37
jgi.p|Suilu4|2675590	246	362	235	295	284
jgi.p|Suilu4|2675903	301	525	295	484	361
jgi.p|Suilu4|2676011	10	19	22	9	22
jgi.p|Suilu4|2676023	692	1278	492	614	367
jgi.p|Suilu4|267605	8264	17074	7813	12512	10861
jgi.p|Suilu4|2676198	953	1738	944	648	558
jgi.p|Suilu4|2677987	569	936	411	528	361
jgi.p|Suilu4|2678097	6	12	13	12	12
jgi.p|Suilu4|26783	556	794	636	735	680
jgi.p|Suilu4|2678376	956	1603	805	1506	1267
jgi.p|Suilu4|2678748	48	75	30	46	24
jgi.p|Suilu4|26789	0	0	0	0	0
jgi.p|Suilu4|2679218	549	847	637	881	685
jgi.p|Suilu4|267929	285	452	331	358	282
jgi.p|Suilu4|267930	296	501	362	297	307
jgi.p|Suilu4|2679491	19	36	17	53	28
jgi.p|Suilu4|2680017	8	34	12	10	17
jgi.p|Suilu4|2680832	1313	2649	1398	1573	1309
jgi.p|Suilu4|2681362	0	0	0	0	0
jgi.p|Suilu4|26822	0	0	0	0	0
jgi.p|Suilu4|26843	232	394	178	257	221
jgi.p|Suilu4|26857	0	0	0	0	0
jgi.p|Suilu4|26873	0	0	0	0	0
jgi.p|Suilu4|26880	261	420	285	208	146
jgi.p|Suilu4|26904	0	0	0	0	0
jgi.p|Suilu4|26919	0	0	0	0	0
jgi.p|Suilu4|26940	0	0	0	0	0
jgi.p|Suilu4|26984	7471	14973	8253	9941	7823
jgi.p|Suilu4|26988	0	0	0	0	0
jgi.p|Suilu4|269993	164	270	158	504	331
jgi.p|Suilu4|27002	0	0	0	0	0
jgi.p|Suilu4|27023	0	0	0	0	0
jgi.p|Suilu4|27030	0	0	0	0	0
jgi.p|Suilu4|27031	0	0	0	0	0
jgi.p|Suilu4|270753	869	1131	493	776	562
jgi.p|Suilu4|27083	0	0	0	0	0
jgi.p|Suilu4|27093	1230	1948	1122	1319	1058
jgi.p|Suilu4|27108	238	544	270	322	288
jgi.p|Suilu4|27113	0	0	0	0	0
jgi.p|Suilu4|27120	0	0	0	0	0
jgi.p|Suilu4|27121	0	0	0	0	0
jgi.p|Suilu4|27179	0	0	0	0	0
jgi.p|Suilu4|2718111	0	0	0	0	0
jgi.p|Suilu4|2718129	17	25	26	39	43
jgi.p|Suilu4|2718188	0	0	0	0	0
jgi.p|Suilu4|2718222	460	743	498	630	535
jgi.p|Suilu4|2718272	0	0	0	0	0
jgi.p|Suilu4|2718303	393	565	339	393	330
jgi.p|Suilu4|2718392	0	0	0	0	0
jgi.p|Suilu4|2718406	0	0	0	0	0
jgi.p|Suilu4|2718466	0	0	0	0	0
jgi.p|Suilu4|2718482	59	80	50	48	43
jgi.p|Suilu4|27185	0	0	0	0	0
jgi.p|Suilu4|2718551	0	0	0	0	0
jgi.p|Suilu4|2718695	0	0	0	0	0
jgi.p|Suilu4|2718706	0	0	0	0	0
jgi.p|Suilu4|2718759	15	29	14	13	12
jgi.p|Suilu4|2718829	0	0	0	0	0
jgi.p|Suilu4|2718941	0	0	0	0	0
jgi.p|Suilu4|2718957	0	0	0	0	0
jgi.p|Suilu4|2719131	0	0	0	0	0
jgi.p|Suilu4|2719147	0	0	0	0	0
jgi.p|Suilu4|2719274	0	0	0	0	0
jgi.p|Suilu4|2719348	0	0	0	0	0
jgi.p|Suilu4|2719391	0	0	0	0	0
jgi.p|Suilu4|2719414	0	0	0	0	0
jgi.p|Suilu4|2719446	0	0	0	0	0
jgi.p|Suilu4|2719773	0	0	0	0	0
jgi.p|Suilu4|2719903	0	0	0	0	0
jgi.p|Suilu4|2719912	0	0	0	0	0
jgi.p|Suilu4|2719947	0	0	0	0	0
jgi.p|Suilu4|2719961	0	0	0	0	0
jgi.p|Suilu4|2719971	0	0	0	0	0
jgi.p|Suilu4|2719995	0	0	0	0	0
jgi.p|Suilu4|27200	0	0	0	0	0
jgi.p|Suilu4|2720008	0	0	0	0	0
jgi.p|Suilu4|2720075	0	0	0	0	0
jgi.p|Suilu4|2720109	0	0	0	0	0
jgi.p|Suilu4|2720114	0	0	0	0	0
jgi.p|Suilu4|2720140	317	366	78	175	85
jgi.p|Suilu4|2720212	0	0	0	0	0
jgi.p|Suilu4|2720446	306	548	307	492	432
jgi.p|Suilu4|2720449	0	0	0	0	0
jgi.p|Suilu4|2720530	0	0	0	0	0
jgi.p|Suilu4|2720670	0	0	0	0	0
jgi.p|Suilu4|2720776	0	0	0	0	0
jgi.p|Suilu4|2720832	20	56	15	28	20
jgi.p|Suilu4|2720883	0	0	0	0	0
jgi.p|Suilu4|2720984	157	205	111	104	56
jgi.p|Suilu4|2720990	0	0	0	0	0
jgi.p|Suilu4|2721156	0	0	0	0	0
jgi.p|Suilu4|2721201	1100	1884	992	1957	1656
jgi.p|Suilu4|2721210	131	317	179	95	119
jgi.p|Suilu4|2721289	305	461	296	566	573
jgi.p|Suilu4|2721314	0	0	0	0	0
jgi.p|Suilu4|2721368	0	0	0	0	0
jgi.p|Suilu4|2721394	21	40	35	40	33
jgi.p|Suilu4|2721472	0	0	0	0	0
jgi.p|Suilu4|2721512	0	0	0	0	0
jgi.p|Suilu4|2721525	129	234	94	103	64
jgi.p|Suilu4|2721605	0	0	0	0	0
jgi.p|Suilu4|2721729	35	84	49	35	22
jgi.p|Suilu4|2721875	0	0	0	0	0
jgi.p|Suilu4|2721909	0	0	0	0	0
jgi.p|Suilu4|2722050	0	0	0	0	0
jgi.p|Suilu4|2722120	0	0	0	0	0
jgi.p|Suilu4|2722447	0	0	0	2	0
jgi.p|Suilu4|2722489	0	0	0	0	0
jgi.p|Suilu4|2722631	37	73	27	56	40
jgi.p|Suilu4|2722730	428	711	373	486	394
jgi.p|Suilu4|2722733	0	0	0	0	0
jgi.p|Suilu4|2722768	0	0	0	0	0
jgi.p|Suilu4|2722825	0	0	0	0	0
jgi.p|Suilu4|2722921	0	0	0	0	0
jgi.p|Suilu4|2722974	0	0	0	0	0
jgi.p|Suilu4|2723068	0	0	0	0	0
jgi.p|Suilu4|2723075	0	0	0	0	0
jgi.p|Suilu4|2723232	0	4	0	0	0
jgi.p|Suilu4|2723278	0	0	0	0	0
jgi.p|Suilu4|2723294	0	0	0	0	0
jgi.p|Suilu4|27233	0	0	0	0	0
jgi.p|Suilu4|2723424	0	0	0	0	0
jgi.p|Suilu4|2723456	0	0	0	0	0
jgi.p|Suilu4|2723468	0	0	0	0	0
jgi.p|Suilu4|2723489	0	0	0	0	0
jgi.p|Suilu4|2723518	0	0	0	0	0
jgi.p|Suilu4|2723659	0	0	0	0	0
jgi.p|Suilu4|2723677	0	0	0	0	0
jgi.p|Suilu4|2723767	0	0	0	0	0
jgi.p|Suilu4|2723821	0	0	0	0	0
jgi.p|Suilu4|2723833	0	0	0	0	0
jgi.p|Suilu4|2723889	0	0	0	0	0
jgi.p|Suilu4|2723901	2865	5409	3212	4665	3483
jgi.p|Suilu4|2723948	0	0	0	0	0
jgi.p|Suilu4|2724069	0	0	0	0	0
jgi.p|Suilu4|2724079	1	3	1	1	5
jgi.p|Suilu4|27241	0	0	0	0	0
jgi.p|Suilu4|2724219	0	0	0	0	0
jgi.p|Suilu4|2724222	0	0	0	0	0
jgi.p|Suilu4|27243	0	0	0	0	0
jgi.p|Suilu4|2724300	0	0	0	0	0
jgi.p|Suilu4|2724320	0	0	0	0	0
jgi.p|Suilu4|27244	0	0	0	0	0
jgi.p|Suilu4|2724431	0	0	0	0	0
jgi.p|Suilu4|2724536	0	0	0	0	0
jgi.p|Suilu4|2724573	0	0	0	0	0
jgi.p|Suilu4|2724615	0	0	0	0	0
jgi.p|Suilu4|2724645	0	0	0	0	0
jgi.p|Suilu4|2724774	0	0	0	0	0
jgi.p|Suilu4|2724790	102	141	109	69	47
jgi.p|Suilu4|2724851	52	67	33	45	50
jgi.p|Suilu4|2724885	0	0	0	0	0
jgi.p|Suilu4|2724912	0	0	0	0	0
jgi.p|Suilu4|2725062	0	0	0	0	0
jgi.p|Suilu4|272511	1	13	3	8	8
jgi.p|Suilu4|2725134	0	0	0	0	0
jgi.p|Suilu4|2725138	0	0	0	0	0
jgi.p|Suilu4|2725213	0	0	0	0	0
jgi.p|Suilu4|2725335	23	22	15	9	9
jgi.p|Suilu4|2725383	386	631	342	742	776
jgi.p|Suilu4|2725623	0	0	0	0	0
jgi.p|Suilu4|27258	0	0	0	0	0
jgi.p|Suilu4|2725855	208	420	203	308	151
jgi.p|Suilu4|2725896	12	37	25	23	22
jgi.p|Suilu4|2725924	50	69	38	52	36
jgi.p|Suilu4|2725985	0	0	0	0	0
jgi.p|Suilu4|2726134	0	0	0	0	0
jgi.p|Suilu4|2726342	0	0	0	0	0
jgi.p|Suilu4|2726429	74	124	89	126	131
jgi.p|Suilu4|2726464	0	0	0	0	0
jgi.p|Suilu4|2726473	0	0	0	0	0
jgi.p|Suilu4|2726483	478	700	483	584	507
jgi.p|Suilu4|2726535	0	0	0	0	0
jgi.p|Suilu4|27266	0	0	0	0	0
jgi.p|Suilu4|2726656	0	0	0	0	0
jgi.p|Suilu4|2726717	0	0	0	0	0
jgi.p|Suilu4|2726786	720	1328	751	481	360
jgi.p|Suilu4|27268	0	0	0	0	0
jgi.p|Suilu4|2726951	0	0	0	0	0
jgi.p|Suilu4|2726982	0	0	0	0	0
jgi.p|Suilu4|2726986	917	1566	901	1804	1956
jgi.p|Suilu4|2727056	1188	1925	854	1937	1640
jgi.p|Suilu4|2727138	145	245	98	229	272
jgi.p|Suilu4|2727211	0	0	0	0	0
jgi.p|Suilu4|2727465	0	0	0	0	0
jgi.p|Suilu4|2727486	110	179	50	78	44
jgi.p|Suilu4|2727502	0	0	0	0	0
jgi.p|Suilu4|2727536	2637	4538	1988	1289	746
jgi.p|Suilu4|2727647	0	0	0	0	0
jgi.p|Suilu4|2727770	0	0	0	0	0
jgi.p|Suilu4|2727797	820	1195	835	1332	1231
jgi.p|Suilu4|2727877	0	0	0	0	0
jgi.p|Suilu4|2727903	0	0	0	0	0
jgi.p|Suilu4|2727998	0	0	0	0	0
jgi.p|Suilu4|2728080	65	158	56	188	135
jgi.p|Suilu4|2728176	0	4	4	1	2
jgi.p|Suilu4|2728237	0	0	0	0	0
jgi.p|Suilu4|2728262	38	87	32	67	34
jgi.p|Suilu4|2728333	223	379	348	319	190
jgi.p|Suilu4|2728508	0	0	0	1	0
jgi.p|Suilu4|2728513	0	0	0	0	0
jgi.p|Suilu4|2728683	0	0	0	0	0
jgi.p|Suilu4|2728685	0	0	0	0	0
jgi.p|Suilu4|2728698	24	57	19	53	14
jgi.p|Suilu4|2728746	0	0	0	0	0
jgi.p|Suilu4|2728780	0	0	0	0	0
jgi.p|Suilu4|2728832	0	0	0	0	0
jgi.p|Suilu4|2728864	0	0	0	0	0
jgi.p|Suilu4|2728936	0	0	0	0	0
jgi.p|Suilu4|2728984	217	341	235	311	269
jgi.p|Suilu4|2728990	15	46	21	65	51
jgi.p|Suilu4|2729098	0	0	0	0	0
jgi.p|Suilu4|2729386	142	241	119	167	159
jgi.p|Suilu4|2729444	0	0	0	0	0
jgi.p|Suilu4|27296	0	0	0	0	0
jgi.p|Suilu4|2729606	0	0	0	0	0
jgi.p|Suilu4|2729609	0	0	0	0	0
jgi.p|Suilu4|2729612	461	812	443	928	968
jgi.p|Suilu4|2729660	11	15	7	18	6
jgi.p|Suilu4|2729671	0	0	0	0	0
