GeneID	GO_Term
2849049	"GO:0006725,GO:0006118,GO:0004497,GO:0016491,GO:0008152,GO:0018662"
2849055	"GO:0006725,GO:0006118,GO:0004497,GO:0016491,GO:0008152,GO:0018662"
2849074	GO:0005515
2849078	"GO:0006098,GO:0004616,GO:0016491"
2849084	"GO:0016787,GO:0008152"
2849089	GO:0003950
2849092	"GO:0005618,GO:0005199"
2849133	"GO:0016020,GO:0008643,GO:0005351,GO:0016021,GO:0006810,GO:0005215"
2849136	GO:0004032
2849141	"GO:0045449,GO:0016455,GO:0000119"
2849150	"GO:0008152,GO:0003824,GO:0004300"
2849162	"GO:0008152,GO:0003824,GO:0004300"
2849189	"GO:0008270,GO:0005622,GO:0003676"
2849259	"GO:0006468,GO:0005524,GO:0004672,GO:0004674,GO:0004682"
2849320	"GO:0006468,GO:0005524,GO:0004672,GO:0004713,GO:0004682"
2849331	"GO:0006468,GO:0005524,GO:0004672,GO:0005525,GO:0004713,GO:0004682"
2849346	"GO:0030529,GO:0016071"
2849380	GO:0005525
2849382	"GO:0006281,GO:0004518,GO:0043765,GO:0042578"
2849384	"GO:0005524,GO:0003677,GO:0004386,GO:0003676"
2849387	GO:0016810
2849392	"GO:0016884,GO:0006412"
2849404	GO:0005525
2849410	"GO:0006468,GO:0005524,GO:0004672,GO:0004674,GO:0004707"
2849412	GO:0045127
2849454	"GO:0016020,GO:0015662,GO:0006810,GO:0005524,GO:0016021,GO:0015914,GO:0004012,GO:0000287,GO:0016820"
2849455	"GO:0006412,GO:0005840,GO:0005622,GO:0003735,GO:0003723"
2849466	"GO:0016491,GO:0008152,GO:0004029"
2849480	"GO:0016491,GO:0051920"
2849490	GO:0008299
2849510	"GO:0016020,GO:0006508,GO:0004222"
2849528	"GO:0006464,GO:0008270,GO:0005515"
2849573	"GO:0006350,GO:0003899,GO:0003677"
2849620	GO:0005488
2849670	"GO:0019001,GO:0007186,GO:0004871,GO:0005525,GO:0007165"
2849841	"GO:0006725,GO:0006118,GO:0004497,GO:0016491,GO:0008152,GO:0018662"
2849848	"GO:0006511,GO:0004221"
2849849	"GO:0043565,GO:0008270,GO:0006355,GO:0005634,GO:0003700,GO:0003677,GO:0005515"
2849864	GO:0004581
2849881	"GO:0008270,GO:0005515"
2849885	GO:0005515
2849889	"GO:0006259,GO:0005634,GO:0005515,GO:0004518,GO:0003677,GO:0043765,GO:0042578"
2849903	GO:0005515
2849909	GO:0005515
2849916	"GO:0016780,GO:0016020,GO:0008654,GO:0043788,GO:0043761,GO:0018422,GO:0018421,GO:0008808"
2849930	"GO:0008299,GO:0004421,GO:0008152,GO:0003824"
2849966	"GO:0017111,GO:0000166,GO:0005524"
2849967	"GO:0016020,GO:0003824,GO:0047874"
2849969	"GO:0008152,GO:0008080"
2849975	"GO:0015940,GO:0004592"
2850019	"GO:0051444,GO:0051443,GO:0051440,GO:0051438,GO:0004842"
2850020	GO:0008112
2850035	"GO:0008270,GO:0003676,GO:0051444,GO:0051443,GO:0051440,GO:0051438,GO:0004842"
2850037	"GO:0016020,GO:0000246"
2850044	"GO:0006468,GO:0005524,GO:0004672,GO:0007242,GO:0004674"
2850049	"GO:0008270,GO:0005515,GO:0006350"
2850052	"GO:0017111,GO:0000166,GO:0005524,GO:0006260,GO:0005634,GO:0003677,GO:0005663,GO:0003689"
2850053	"GO:0007067,GO:0005634,GO:0000775"
2850057	GO:0005634
2850062	GO:0004772
2850070	GO:0005515
2850073	"GO:0008601,GO:0007165,GO:0000159"
2850092	"GO:0008425,GO:0006744"
2850105	"GO:0008380,GO:0051444,GO:0051443,GO:0051440,GO:0051438,GO:0004842"
2850106	"GO:0006355,GO:0003700,GO:0003677"
2850113	"GO:0016020,GO:0006493,GO:0000030,GO:0004169"
2850127	"GO:0042389,GO:0018689,GO:0018688,GO:0016215"
2850129	"GO:0042389,GO:0018689,GO:0018688,GO:0016215"
2850135	"GO:0020037,GO:0006118,GO:0005506,GO:0004497,GO:0006979,GO:0004601,GO:0004666"
2850145	"GO:0016791,GO:0017023,GO:0017020,GO:0017018,GO:0008597,GO:0008420,GO:0005963,GO:0004724,GO:0004723,GO:0004721"
2850149	"GO:0016773,GO:0005488,GO:0004682"
2850160	"GO:0006350,GO:0003899,GO:0044237,GO:0003824,GO:0000166"
2850162	GO:0003676
2850183	"GO:0016773,GO:0016772,GO:0005488"
2850188	GO:0031072
2850192	"GO:0008415,GO:0004092"
2850203	"GO:0015450,GO:0006886,GO:0005744"
2850223	"GO:0005739,GO:0004408"
2850252	"GO:0006334,GO:0005634,GO:0003677,GO:0000786"
2850299	"GO:0006810,GO:0005743,GO:0005488"
2850303	GO:0009116
2850306	"GO:0006383,GO:0005666,GO:0003899,GO:0003677"
2850309	"GO:0006352,GO:0005634,GO:0003702"
2850320	"GO:0006071,GO:0004371,GO:0005524"
2850342	"GO:0008237,GO:0006508,GO:0046983,GO:0016787,GO:0004226"
2850345	GO:0016787
2850359	"GO:0006310,GO:0006281,GO:0006260,GO:0003910,GO:0003677,GO:0005524"
2850371	"GO:0015031,GO:0008565,GO:0005743,GO:0015450,GO:0006886,GO:0005744"
2850376	"GO:0020037,GO:0009055,GO:0006118,GO:0005506"
2850383	GO:0008152
2850387	"GO:0008270,GO:0005622,GO:0003676"
2850390	"GO:0019307,GO:0005737,GO:0004615,GO:0008152,GO:0003824"
2850391	"GO:0006260,GO:0003887,GO:0003677,GO:0000166,GO:0006139,GO:0003676,GO:0034061"
2850423	GO:0007165
2850426	GO:0031072
2850437	"GO:0020037,GO:0006118,GO:0005506,GO:0004497"
2850442	"GO:0016787,GO:0043141,GO:0019177,GO:0019176,GO:0016462,GO:0008828,GO:0008796,GO:0008758,GO:0008413,GO:0004787,GO:0000810"
2850455	"GO:0006508,GO:0004177,GO:0016804,GO:0005737"
2850492	"GO:0030529,GO:0016071"
2850500	"GO:0016021,GO:0015780,GO:0005338"
2850503	"GO:0016192,GO:0006886,GO:0005515,GO:0030132,GO:0030130,GO:0008565,GO:0006461,GO:0005198,GO:0005488"
2850512	"GO:0035091,GO:0007154,GO:0005515"
2850513	GO:0005634
2850523	"GO:0008270,GO:0006355,GO:0005634,GO:0003700,GO:0006350,GO:0003677,GO:0004719"
2850529	GO:0005737
2850543	"GO:0046677,GO:0016021,GO:0015904,GO:0015520"
2850559	GO:0005488
2850569	"GO:0020037,GO:0006118,GO:0005506,GO:0004497"
2850588	"GO:0006468,GO:0005524,GO:0004672,GO:0004674"
2850594	"GO:0008113,GO:0033743"
2850596	"GO:0016469,GO:0015078,GO:0046961,GO:0046933,GO:0015986,GO:0016820,GO:0045259,GO:0003936"
2850599	GO:0005515
2850603	GO:0005488
2850607	GO:0016512
2850611	"GO:0006413,GO:0005737,GO:0003743,GO:0003723"
2850616	GO:0016020
2850637	"GO:0005524,GO:0004386,GO:0003676,GO:0008026"
2850642	"GO:0016020,GO:0005509,GO:0004571"
2850643	GO:0005543
2850646	"GO:0006561,GO:0004350,GO:0050661,GO:0016491,GO:0008152"
2850648	"GO:0006508,GO:0004185,GO:0004187"
2850659	"GO:0008270,GO:0003676"
2850665	"GO:0003824,GO:0005978,GO:0004135"
2850682	"GO:0016491,GO:0005507,GO:0008447"
2850688	"GO:0043565,GO:0006355,GO:0005634,GO:0003700"
2850690	"GO:0030117,GO:0016192,GO:0006886,GO:0006461,GO:0005515,GO:0030131,GO:0008565,GO:0005488"
2850693	"GO:0020037,GO:0006118,GO:0005506,GO:0004497,GO:0050381"
2850701	"GO:0006725,GO:0006118,GO:0004497,GO:0016491,GO:0008152,GO:0050660,GO:0016709,GO:0006744,GO:0043731,GO:0043719,GO:0019113,GO:0018657,GO:0018656,GO:0018655,GO:0018654,GO:0018653,GO:0018652,GO:0018651,GO:0018650,GO:0018649,GO:0018648,GO:0018647,GO:0018646,GO:0018644,GO:0018643,GO:0018642,GO:0018641,GO:0018640,GO:0018639,GO:0018638,GO:0018637,GO:0018636,GO:0018635,GO:0018634,GO:0018633,GO:0018632,GO:0018631,GO:0018630,GO:0018471,GO:0008688"
2850715	"GO:0046914,GO:0020037,GO:0016020,GO:0006633,GO:0005783,GO:0005506,GO:0004768,GO:0016491"
2850722	GO:0016787
2850729	"GO:0006508,GO:0004194,GO:0004190,GO:0004192"
2850734	"GO:0009231,GO:0008686"
2850747	GO:0004402
2850748	GO:0005515
2850757	"GO:0007017,GO:0005875,GO:0003777"
2850784	"GO:0006334,GO:0005634,GO:0003677,GO:0000786"
2850811	"GO:0006334,GO:0005634,GO:0003677,GO:0000786"
2850816	"GO:0051287,GO:0017136,GO:0008270,GO:0006476,GO:0006355,GO:0006342,GO:0005677,GO:0003677,GO:0047419,GO:0043864,GO:0043748,GO:0043747,GO:0018749,GO:0018748,GO:0008759,GO:0008418,GO:0004407"
2850822	"GO:0016491,GO:0006118,GO:0010181"
2850840	"GO:0006164,GO:0004643,GO:0003937,GO:0003824"
2850864	"GO:0008270,GO:0005515"
2850911	"GO:0032313,GO:0005622,GO:0005097,GO:0005509"
2850924	"GO:0008270,GO:0005622,GO:0003676"
2850964	"GO:0051444,GO:0051443,GO:0051440,GO:0051438,GO:0004842"
2850972	"GO:0035023,GO:0005622,GO:0005089,GO:0008270"
2850979	"GO:0051246,GO:0043687,GO:0019787,GO:0051444,GO:0051443,GO:0051440,GO:0051438,GO:0004842"
2850982	GO:0004798
2850985	"GO:0008270,GO:0005622,GO:0003676"
2850988	"GO:0051246,GO:0043687,GO:0019787,GO:0051444,GO:0051443,GO:0051440,GO:0051438,GO:0004842"
2851003	"GO:0008236,GO:0006508,GO:0008234"
2851048	"GO:0006412,GO:0005840,GO:0005622,GO:0003735"
2851054	"GO:0030529,GO:0016071"
2851078	"GO:0006468,GO:0005524,GO:0004672"
2851091	GO:0050540
2851145	"GO:0006281,GO:0004518,GO:0003906"
2851156	"GO:0006412,GO:0005840,GO:0005622,GO:0003735"
2851161	"GO:0043565,GO:0008270,GO:0006355,GO:0005634,GO:0003700"
2851186	"GO:0008152,GO:0003824,GO:0003988"
2851195	"GO:0006571,GO:0004665,GO:0016491"
2851199	"GO:0005524,GO:0004386,GO:0003676,GO:0008026"
2851201	"GO:0008152,GO:0003824,GO:0006003,GO:0005524"
2851208	"GO:0007264,GO:0005525,GO:0005622,GO:0015031"
2851221	"GO:0005524,GO:0004386,GO:0003676,GO:0008026"
2851227	"GO:0008270,GO:0006355,GO:0005634,GO:0003700,GO:0006350,GO:0003677"
2851230	"GO:0007205,GO:0004143,GO:0008152,GO:0003951"
2851232	"GO:0016810,GO:0006807,GO:0050152"
2851236	GO:0015031
2851237	GO:0008270
2851245	"GO:0008137,GO:0006118,GO:0005739"
2851246	"GO:0046914,GO:0016491,GO:0019538,GO:0006744,GO:0043731,GO:0043719,GO:0019113,GO:0018657,GO:0018656,GO:0018655,GO:0018654,GO:0018653,GO:0018652,GO:0018651,GO:0018650,GO:0018649,GO:0018648,GO:0018647,GO:0018646,GO:0018644,GO:0018643,GO:0018642,GO:0018641,GO:0018640,GO:0018639,GO:0018638,GO:0018637,GO:0018636,GO:0018635,GO:0018634,GO:0018633,GO:0018632,GO:0018631,GO:0018630,GO:0018471,GO:0008688"
2851254	"GO:0006468,GO:0005524,GO:0004672,GO:0004674,GO:0050321"
2851282	"GO:0030170,GO:0019752,GO:0016831,GO:0006536,GO:0004351"
2851295	"GO:0008152,GO:0003824,GO:0004802"
2851296	"GO:0008121,GO:0006122,GO:0006118"
2851297	"GO:0006241,GO:0006228,GO:0006183,GO:0005524,GO:0004550"
2851302	"GO:0016491,GO:0008152,GO:0032115"
2851320	"GO:0051246,GO:0043687,GO:0019787,GO:0051444,GO:0051443,GO:0051440,GO:0051438,GO:0004842"
2851345	"GO:0006512,GO:0006464,GO:0005622,GO:0004842,GO:0005515,GO:0051444,GO:0051443,GO:0051440,GO:0051438"
2851360	"GO:0051990,GO:0048258,GO:0043713,GO:0033765,GO:0033764,GO:0032442,GO:0018453,GO:0018452,GO:0018451,GO:0016229,GO:0008875,GO:0004495,GO:0004448,GO:0004033,GO:0000253,GO:0000252"
2851368	"GO:0008152,GO:0003824,GO:0031957,GO:0031956,GO:0031955,GO:0015645,GO:0004467"
2851370	"GO:0006334,GO:0005634,GO:0003677,GO:0000786"
2851385	"GO:0016021,GO:0008324,GO:0006812"
2851386	"GO:0005737,GO:0005634,GO:0005525"
2851395	"GO:0016879,GO:0008033,GO:0005737,GO:0005524,GO:0000166"
2851406	"GO:0016491,GO:0008152,GO:0032115"
2851409	"GO:0007165,GO:0004871,GO:0043565,GO:0008270,GO:0006355,GO:0005634,GO:0003700"
2851432	"GO:0030170,GO:0016769,GO:0009058,GO:0016212"
2851439	"GO:0006464,GO:0017023,GO:0017020,GO:0017018,GO:0008597,GO:0008420,GO:0005963,GO:0004724,GO:0004723,GO:0004721"
2851445	"GO:0016020,GO:0006897"
2851449	"GO:0008152,GO:0031071,GO:0030170,GO:0006534"
2851456	GO:0003860
2851460	"GO:0003676,GO:0006260,GO:0005634,GO:0003677"
2851498	"GO:0003824,GO:0046912,GO:0019752,GO:0009098,GO:0003852"
2851499	"GO:0006424,GO:0006412,GO:0005737,GO:0005524,GO:0004812,GO:0000166,GO:0006418,GO:0004818,GO:0009332"
2851506	"GO:0006468,GO:0005524,GO:0004672"
2851507	"GO:0050660,GO:0016491,GO:0005509,GO:0003954"
2851508	"GO:0017111,GO:0000166,GO:0051737,GO:0051736,GO:0051735,GO:0051734,GO:0051733,GO:0051732,GO:0051731,GO:0051730,GO:0046404"
2851512	GO:0043365
2851516	"GO:0016469,GO:0015078,GO:0017111,GO:0000166,GO:0046961,GO:0046933,GO:0015986,GO:0016021,GO:0008553,GO:0006754,GO:0045259,GO:0003936"
2851536	"GO:0019239,GO:0009168,GO:0046936,GO:0004000"
2851540	"GO:0008033,GO:0004540,GO:0003824,GO:0004526"
2851543	"GO:0030170,GO:0008152,GO:0003824,GO:0006568,GO:0004834"
2851544	GO:0044237
2851547	"GO:0008152,GO:0009116,GO:0009113,GO:0004044"
2851548	"GO:0006730,GO:0005524,GO:0004478,GO:0048270,GO:0048269"
2851550	GO:0005488
2851553	"GO:0007186,GO:0005834,GO:0004871"
2851556	"GO:0007186,GO:0005834,GO:0004871"
2851559	"GO:0042147,GO:0005515"
2851564	GO:0003723
2851571	"GO:0051246,GO:0043687,GO:0019787,GO:0051444,GO:0051443,GO:0051440,GO:0051438,GO:0004842"
2851576	"GO:0050661,GO:0050660,GO:0004499"
2851586	"GO:0006511,GO:0005515"
2851591	"GO:0006629,GO:0004806"
2851592	"GO:0009058,GO:0003824,GO:0004595"
2851593	GO:0008270
2851596	"GO:0008270,GO:0006355,GO:0005634,GO:0003700,GO:0006350,GO:0003677"
2851607	"GO:0016021,GO:0008643,GO:0005351,GO:0000139"
2851615	"GO:0016020,GO:0015662,GO:0006810,GO:0005524,GO:0006812,GO:0016021,GO:0006816,GO:0005388,GO:0016820"
2851625	GO:0003723
2851641	GO:0006520
2851648	"GO:0006388,GO:0000214,GO:0000213"
2851651	"GO:0006334,GO:0005634,GO:0003677,GO:0000786"
2851666	GO:0005515
2851676	"GO:0020037,GO:0006118,GO:0005506,GO:0004497,GO:0047083"
2851686	"GO:0016231,GO:0004563"
2851693	GO:0005509
2851695	"GO:0005622,GO:0003676"
2851696	"GO:0016491,GO:0006118,GO:0050660,GO:0016627,GO:0006099,GO:0008177"
2851698	"GO:0032313,GO:0005622,GO:0005097"
2851700	GO:0004655
2851705	"GO:0046912,GO:0044262,GO:0004108"
2851707	"GO:0006511,GO:0004221"
2851709	"GO:0006269,GO:0005658,GO:0003896,GO:0043814,GO:0043338,GO:0033677,GO:0008905,GO:0008193,GO:0008192,GO:0004779,GO:0003887,GO:0003724,GO:0003720"
2851713	"GO:0016020,GO:0016192,GO:0005515"
2851723	"GO:0016021,GO:0005783,GO:0000030"
2851725	"GO:0008026,GO:0005524,GO:0003676,GO:0004386"
2851738	GO:0005488
2851744	GO:0016021
2851751	"GO:0006725,GO:0006118,GO:0004497,GO:0016491,GO:0008152,GO:0004502"
2851756	GO:0005515
2851763	"GO:0008026,GO:0005524,GO:0003676,GO:0004386"
2851767	"GO:0016020,GO:0003824"
2851775	"GO:0006561,GO:0004735,GO:0016491"
2851777	"GO:0030259,GO:0030246,GO:0016758,GO:0005975,GO:0004577"
2851790	"GO:0030170,GO:0006520,GO:0008152,GO:0003824,GO:0009088,GO:0004795"
2851797	"GO:0006412,GO:0005840,GO:0005622,GO:0003735"
2851798	"GO:0032313,GO:0005622,GO:0005097"
2851799	"GO:0005634,GO:0018024"
2851815	"GO:0007264,GO:0005525,GO:0007165,GO:0006913,GO:0006886,GO:0005515,GO:0003924,GO:0005622,GO:0015031"
2851828	"GO:0006388,GO:0000214,GO:0000213"
2851833	"GO:0003676,GO:0008270"
2851835	"GO:0003963,GO:0016886,GO:0006396,GO:0003824"
2851837	"GO:0006284,GO:0006281,GO:0003824,GO:0008534,GO:0006289,GO:0003684"
2851843	"GO:0051082,GO:0006457,GO:0005524,GO:0044267,GO:0005515"
2851844	GO:0006511
2851847	"GO:0005525,GO:0006886,GO:0005622,GO:0050800"
2851868	"GO:0004437,GO:0004445"
2851870	GO:0004325
2851871	"GO:0005622,GO:0003779,GO:0008083"
2851880	GO:0005634
2851883	"GO:0008168,GO:0008152"
2851887	"GO:0016020,GO:0005509"
2851889	"GO:0042765,GO:0016021"
2851899	"GO:0006281,GO:0004518,GO:0003906"
2851924	"GO:0006333,GO:0005634,GO:0003682,GO:0000785"
2851939	GO:0003676
2851943	"GO:0050660,GO:0009055,GO:0006118"
2851946	"GO:0016787,GO:0008270,GO:0003824"
2851951	"GO:0016020,GO:0008312,GO:0006614,GO:0005525,GO:0048500"
2851958	"GO:0003676,GO:0016071,GO:0003723"
2851959	"GO:0016021,GO:0015031"
2851967	"GO:0050658,GO:0006913,GO:0005643"
2851977	"GO:0048478,GO:0007049,GO:0006974,GO:0005634"
2851981	"GO:0006725,GO:0006118,GO:0004497,GO:0016491,GO:0008152,GO:0018658"
2851982	"GO:0008168,GO:0008152"
2851998	"GO:0006334,GO:0005634,GO:0003677,GO:0000786"
2852000	"GO:0006468,GO:0005524,GO:0004672,GO:0004674,GO:0004682"
2852016	"GO:0006352,GO:0005667,GO:0003702,GO:0003677"
2852022	"GO:0030176,GO:0009059"
2852027	"GO:0016020,GO:0006486,GO:0004377,GO:0046921,GO:0046920,GO:0046527,GO:0045140,GO:0042283,GO:0042281,GO:0033556,GO:0031278,GO:0019187,GO:0019112,GO:0018718,GO:0018717,GO:0018716,GO:0018715,GO:0016759,GO:0016253,GO:0008921,GO:0008755,GO:0008417,GO:0008378,GO:0008376,GO:0008375,GO:0004583,GO:0004576,GO:0004376,GO:0003980,GO:0001962,GO:0000033,GO:0000030,GO:0000026,GO:0000009"
2852029	"GO:0016020,GO:0006486,GO:0004377,GO:0046921,GO:0046920,GO:0046527,GO:0045140,GO:0042283,GO:0042281,GO:0033556,GO:0031278,GO:0019187,GO:0019112,GO:0018718,GO:0018717,GO:0018716,GO:0018715,GO:0016759,GO:0016253,GO:0008921,GO:0008755,GO:0008417,GO:0008378,GO:0008376,GO:0008375,GO:0004583,GO:0004576,GO:0004376,GO:0003980,GO:0001962,GO:0000033,GO:0000030,GO:0000026,GO:0000009"
2852031	"GO:0016773,GO:0004430"
2852042	"GO:0031227,GO:0016788,GO:0006886,GO:0006505"
2852049	"GO:0016020,GO:0003824,GO:0047874"
2852050	"GO:0046983,GO:0043565,GO:0006355,GO:0005634,GO:0003700"
2852051	"GO:0042578,GO:0005975,GO:0042132"
2852054	GO:0016021
2852056	"GO:0016021,GO:0004659"
2852057	"GO:0009058,GO:0003824,GO:0016779,GO:0009435"
2852070	"GO:0016818,GO:0006289,GO:0005634,GO:0005524,GO:0004003,GO:0003677,GO:0008026,GO:0003676,GO:0006139"
2852072	"GO:0005975,GO:0004553,GO:0016985"
2852081	"GO:0017039,GO:0006508,GO:0005737"
2852085	"GO:0016020,GO:0006075,GO:0003843,GO:0000148"
2852087	GO:0031072
2852097	"GO:0008270,GO:0003676"
2852113	"GO:0044237,GO:0046523"
2852120	"GO:0008415,GO:0008152"
2852131	"GO:0015031,GO:0006512,GO:0006464"
2852139	"GO:0030117,GO:0016192,GO:0006886,GO:0006461,GO:0005515,GO:0005488"
2852141	GO:0005488
2852156	"GO:0030117,GO:0016192,GO:0006886,GO:0006461,GO:0005515,GO:0005488"
2852160	"GO:0005524,GO:0004140"
2852178	"GO:0008152,GO:0003824,GO:0004165"
2852179	"GO:0006397,GO:0005634"
2852216	"GO:0006118,GO:0004129"
2852218	"GO:0046961,GO:0046933,GO:0016469,GO:0015986,GO:0005739"
2852226	"GO:0016624,GO:0008152,GO:0004739"
2852227	"GO:0016020,GO:0006493,GO:0000030,GO:0004169"
2852245	"GO:0051341,GO:0043883,GO:0043826,GO:0043738"
2852273	"GO:0030976,GO:0016740,GO:0000287,GO:0003824,GO:0050660,GO:0009082,GO:0003984"
2852277	"GO:0008152,GO:0003824,GO:0047621"
2852286	GO:0008270
2852315	"GO:0006457,GO:0003755,GO:0042027,GO:0030051,GO:0004600"
2852356	"GO:0020037,GO:0006118,GO:0005506,GO:0004497"
2852455	"GO:0051444,GO:0051443,GO:0051440,GO:0051438,GO:0004842"
2852476	"GO:0008152,GO:0003824,GO:0016780,GO:0008654,GO:0008444"
2852477	"GO:0008270,GO:0005515"
2852485	GO:0007242
2852495	"GO:0016787,GO:0004767"
2852510	"GO:0005524,GO:0003677,GO:0004386,GO:0003676"
2852517	"GO:0006555,GO:0004489"
2852538	"GO:0031105,GO:0005515"
2852539	"GO:0051087,GO:0030189,GO:0005737,GO:0001671"
2852575	"GO:0008152,GO:0003824,GO:0017086,GO:0003863"
2852657	GO:0016810
2852727	"GO:0016742,GO:0009058,GO:0006189,GO:0004644"
2852747	"GO:0043565,GO:0006355,GO:0005634,GO:0003700,GO:0000160,GO:0000156"
2852762	GO:0004821
2852770	"GO:0051082,GO:0016272,GO:0006457"
2852771	"GO:0030170,GO:0019752,GO:0016831,GO:0008117"
2852779	"GO:0006468,GO:0005524,GO:0004672,GO:0004674,GO:0004682"
2852781	"GO:0008299,GO:0004163,GO:0016310,GO:0016301,GO:0005524"
2852798	"GO:0016021,GO:0006506,GO:0005789"
2852823	"GO:0006367,GO:0005672,GO:0003702"
2852841	"GO:0016020,GO:0006821,GO:0005247,GO:0005216"
2852849	"GO:0016787,GO:0017023,GO:0017020,GO:0017018,GO:0008597,GO:0008420,GO:0005963,GO:0004724,GO:0004723,GO:0004721"
2852856	"GO:0005634,GO:0018024"
2852888	"GO:0006468,GO:0005524,GO:0004672,GO:0004674"
2852897	"GO:0008270,GO:0005622,GO:0003676"
2852901	"GO:0016787,GO:0000210"
2852906	"GO:0006535,GO:0030170,GO:0008152,GO:0003824,GO:0004124"
2852907	GO:0003677
2852909	"GO:0030178,GO:0007275,GO:0005576"
2852929	"GO:0005622,GO:0004527,GO:0003676,GO:0043765,GO:0042578,GO:0004518"
2852958	"GO:0051444,GO:0051443,GO:0051440,GO:0051438,GO:0004842"
2852980	GO:0004655
2852998	GO:0005524
2853028	GO:0005488
2853035	"GO:0006629,GO:0004806"
2853040	"GO:0008415,GO:0008152"
2853062	"GO:0006412,GO:0005840,GO:0005622,GO:0003735,GO:0015935"
2853074	"GO:0006468,GO:0005524,GO:0004672,GO:0004674,GO:0004715"
2853088	GO:0005525
2853094	"GO:0006430,GO:0006412,GO:0005737,GO:0005524,GO:0004824,GO:0000166,GO:0006418,GO:0004812,GO:0003676"
2853095	"GO:0008270,GO:0005515,GO:0051444,GO:0051443,GO:0051440,GO:0051438,GO:0004842"
2853170	"GO:0006468,GO:0005524,GO:0004672,GO:0004674"
2853175	GO:0016021
2853176	"GO:0016986,GO:0006352,GO:0005669,GO:0003677"
2853188	"GO:0006412,GO:0005840,GO:0005622,GO:0003735"
2853190	GO:0006950
2853192	"GO:0005634,GO:0003676"
2853227	"GO:0008152,GO:0003824,GO:0030729"
2853244	"GO:0005737,GO:0005515"
2853258	GO:0003677
2853262	"GO:0043852,GO:0043851,GO:0043834,GO:0043833,GO:0043827,GO:0043803,GO:0043791,GO:0043790,GO:0043782,GO:0043780,GO:0043777,GO:0043776,GO:0043770,GO:0030792,GO:0019702,GO:0018707,GO:0018423,GO:0016436,GO:0016435,GO:0016434,GO:0016433,GO:0016431,GO:0016427,GO:0016426,GO:0016424,GO:0016423,GO:0016300,GO:0016279,GO:0016278,GO:0016274,GO:0016273,GO:0016205,GO:0009383,GO:0009008,GO:0008650,GO:0008649,GO:0008425,GO:0008326,GO:0008276,GO:0008175,GO:0008174,GO:0008173,GO:0008172,GO:0008171,GO:0008170,GO:0008169,GO:0003880,GO:0000179"
2853263	GO:0003824
2853270	"GO:0003824,GO:0006189,GO:0004642"
2853271	"GO:0035091,GO:0007154,GO:0005515"
2853288	"GO:0019001,GO:0007186,GO:0004871,GO:0005525,GO:0007165"
2853292	"GO:0008270,GO:0006355,GO:0005634,GO:0003700"
2853302	GO:0004032
2853304	"GO:0016020,GO:0015662,GO:0006810,GO:0005524,GO:0006812,GO:0016021,GO:0015693,GO:0015444,GO:0016820"
2853320	"GO:0007165,GO:0005622,GO:0008270,GO:0007242"
2853343	"GO:0006446,GO:0003743,GO:0005488"
2853358	"GO:0016491,GO:0008152"
2853365	GO:0016787
2853376	"GO:0003824,GO:0008496"
2853415	"GO:0005524,GO:0003677,GO:0008270,GO:0005634,GO:0004386,GO:0003676,GO:0005515"
2853428	GO:0010181
2853429	"GO:0032313,GO:0005622,GO:0005097"
2853432	"GO:0030170,GO:0008483,GO:0003867"
2853438	"GO:0016413,GO:0005737,GO:0004414"
2853466	"GO:0008026,GO:0005524,GO:0003676,GO:0004386,GO:0016818,GO:0005634,GO:0003723"
2853469	"GO:0006418,GO:0006412,GO:0005737,GO:0005524,GO:0004812,GO:0000166,GO:0006437,GO:0004831"
2853490	GO:0016021
2853504	"GO:0006265,GO:0005694,GO:0003917,GO:0003677,GO:0006268,GO:0003918"
2853507	"GO:0030170,GO:0006520,GO:0009097,GO:0004794,GO:0008152,GO:0003824"
2853512	"GO:0030529,GO:0016071"
2853515	"GO:0008270,GO:0006355,GO:0005634,GO:0003700,GO:0006350,GO:0003677"
2853526	"GO:0006412,GO:0005840,GO:0005622,GO:0003735,GO:0015935,GO:0003723"
2853528	"GO:0020037,GO:0006118,GO:0005506,GO:0004497,GO:0050381"
2853533	"GO:0016020,GO:0006810,GO:0005415"
2853542	"GO:0008270,GO:0005975,GO:0004476"
2853552	"GO:0006725,GO:0006118,GO:0004497,GO:0016491,GO:0008152,GO:0018658"
2853580	"GO:0051444,GO:0051443,GO:0051440,GO:0051438,GO:0004842"
2853585	"GO:0032313,GO:0005622,GO:0005097"
2853598	"GO:0016020,GO:0015662,GO:0006810,GO:0005524,GO:0006812,GO:0016887,GO:0016021,GO:0016820"
2853607	"GO:0003676,GO:0016442,GO:0016246,GO:0005515"
2853636	"GO:0016310,GO:0016301,GO:0005524,GO:0004631"
2853643	"GO:0016020,GO:0006886,GO:0005484,GO:0016192,GO:0005515"
2853647	"GO:0016021,GO:0015299,GO:0006885"
2853685	"GO:0006281,GO:0005634,GO:0008270,GO:0005622,GO:0003676,GO:0045449,GO:0003702"
2853698	"GO:0046872,GO:0016491,GO:0008152,GO:0004025,GO:0004024,GO:0004023,GO:0004022"
2853700	"GO:0016491,GO:0006118,GO:0010181"
2853717	"GO:0016020,GO:0006810,GO:0005215"
2853725	"GO:0005525,GO:0003924"
2853747	"GO:0008270,GO:0005622,GO:0003676"
2853749	"GO:0008152,GO:0008080"
2853754	"GO:0006468,GO:0005524,GO:0004672,GO:0004674"
