GeneID	GO_Term
2770522	"GO:0043813,GO:0043812,GO:0043726,GO:0030352,GO:0030351,GO:0019198,GO:0019178,GO:0019175,GO:0017161,GO:0017017,GO:0016312,GO:0008969,GO:0008579,GO:0008330,GO:0008138,GO:0001668"
2770523	GO:0004341
2770541	"GO:0006281,GO:0004518,GO:0043765,GO:0042578"
2770668	"GO:0016491,GO:0008152"
2770769	GO:0004341
2770808	"GO:0006415,GO:0003747"
2770885	GO:0003677
2770891	"GO:0016021,GO:0004659"
2770929	"GO:0016491,GO:0010181,GO:0003959"
2770940	"GO:0006468,GO:0005524,GO:0004672,GO:0004674"
2770963	"GO:0050660,GO:0016491,GO:0016021,GO:0006118,GO:0005506,GO:0000293"
2770996	"GO:0005975,GO:0004553,GO:0030246,GO:0003824,GO:0004558"
2771059	"GO:0016491,GO:0010181,GO:0003959"
2771060	"GO:0006468,GO:0005524,GO:0004672,GO:0004674"
2771064	"GO:0006750,GO:0005524,GO:0004363,GO:0003824"
2771090	"GO:0008270,GO:0051444,GO:0051443,GO:0051440,GO:0051438,GO:0004842"
2771092	"GO:0043867,GO:0018127,GO:0018121,GO:0018071,GO:0000107"
2771101	"GO:0016491,GO:0003884"
2771160	GO:0046872
2771203	"GO:0006725,GO:0006118,GO:0004497,GO:0016491,GO:0008152,GO:0018658"
2771244	"GO:0008270,GO:0006355,GO:0005634,GO:0003700,GO:0006350,GO:0003677"
2771245	"GO:0005622,GO:0004527,GO:0003676,GO:0004534,GO:0000175"
2771252	GO:0004341
2771288	"GO:0005524,GO:0004765,GO:0009073,GO:0003855,GO:0016765,GO:0005737,GO:0004764,GO:0003866,GO:0003856,GO:0003824"
2771291	"GO:0016491,GO:0010181,GO:0003959"
2771293	"GO:0016787,GO:0017023,GO:0017020,GO:0017018,GO:0008597,GO:0008420,GO:0005963,GO:0004724,GO:0004723,GO:0004721"
2771356	"GO:0020037,GO:0006118,GO:0005506,GO:0004497"
2771378	GO:0003723
2771450	"GO:0006508,GO:0004194"
2771566	"GO:0006334,GO:0005634"
2771582	"GO:0051287,GO:0016620,GO:0006520,GO:0005737,GO:0006526,GO:0003942,GO:0008652,GO:0003991,GO:0005739"
2771690	"GO:0016774,GO:0016310,GO:0016301,GO:0008152,GO:0005622,GO:0006082,GO:0008776"
2771813	"GO:0008270,GO:0006355,GO:0005634,GO:0003700"
2771901	"GO:0005525,GO:0003924"
2771972	"GO:0035023,GO:0005622,GO:0005089,GO:0005083"
2772022	"GO:0008234,GO:0006508"
2772125	"GO:0008270,GO:0006350,GO:0005634,GO:0003677"
2772178	"GO:0016787,GO:0008486"
2772203	GO:0003677
2772228	"GO:0020037,GO:0006118,GO:0005506,GO:0004497,GO:0050381"
2772243	"GO:0016020,GO:0015662,GO:0006810,GO:0005524,GO:0006812,GO:0015085,GO:0006816,GO:0005509,GO:0005388,GO:0016820"
2772265	"GO:0050662,GO:0044237,GO:0003824,GO:0003978"
2772269	"GO:0006457,GO:0003755,GO:0042027,GO:0030051,GO:0004600"
2772333	"GO:0016491,GO:0008152,GO:0047560"
2772348	GO:0003677
2772358	"GO:0005975,GO:0004553,GO:0016985"
2772362	GO:0003950
2772363	"GO:0016021,GO:0006810,GO:0005215,GO:0016020"
2772404	"GO:0019001,GO:0007186,GO:0004871,GO:0007165"
2772411	"GO:0006412,GO:0005840,GO:0005622,GO:0003735"
2772463	GO:0005515
2772530	"GO:0006508,GO:0004194,GO:0004190,GO:0004192"
2772564	"GO:0004523,GO:0003676"
2772647	"GO:0030036,GO:0017048,GO:0003779,GO:0005488"
2772658	"GO:0016868,GO:0005975"
2772915	"GO:0016020,GO:0008643,GO:0005351,GO:0016021,GO:0006810,GO:0005215"
2772948	"GO:0016829,GO:0000287"
2772953	"GO:0003824,GO:0046421"
2772970	GO:0003676
2772975	"GO:0008270,GO:0005622,GO:0003676"
2772979	"GO:0008270,GO:0005622"
2773074	GO:0047372
2773096	"GO:0043626,GO:0030337,GO:0006275,GO:0003677"
2773221	"GO:0006468,GO:0005524,GO:0004672,GO:0004674,GO:0034211,GO:0019912,GO:0019199,GO:0016909,GO:0016908,GO:0008545,GO:0008349,GO:0008339,GO:0008338,GO:0004718,GO:0004711,GO:0004710,GO:0004708,GO:0004706,GO:0004705,GO:0004704,GO:0004702,GO:0004700,GO:0004698,GO:0004696,GO:0004695,GO:0004694,GO:0004690,GO:0004681,GO:0004680,GO:0004679,GO:0004677,GO:0004676,GO:0004675"
2773257	"GO:0008270,GO:0003676"
2773390	"GO:0004523,GO:0003676"
2773436	"GO:0016021,GO:0004659,GO:0047293"
2773450	GO:0003677
2773561	GO:0003676
2773692	GO:0008299
2773711	"GO:0006281,GO:0004518,GO:0043765,GO:0042578"
2773723	"GO:0008236,GO:0006508,GO:0004254"
2773734	"GO:0043852,GO:0043851,GO:0043834,GO:0043833,GO:0043827,GO:0043803,GO:0043791,GO:0043790,GO:0043782,GO:0043780,GO:0043777,GO:0043776,GO:0043770,GO:0030792,GO:0019702,GO:0018707,GO:0018423,GO:0016436,GO:0016435,GO:0016434,GO:0016433,GO:0016431,GO:0016427,GO:0016426,GO:0016424,GO:0016423,GO:0016300,GO:0016279,GO:0016278,GO:0016274,GO:0016273,GO:0016205,GO:0009383,GO:0009008,GO:0008650,GO:0008649,GO:0008425,GO:0008326,GO:0008276,GO:0008175,GO:0008174,GO:0008173,GO:0008172,GO:0008171,GO:0008170,GO:0008169,GO:0003880,GO:0000179"
2773827	"GO:0006334,GO:0005634,GO:0003677,GO:0000786"
2773847	"GO:0003824,GO:0051336,GO:0043859,GO:0003923"
2773870	GO:0005515
2773878	"GO:0008270,GO:0003676"
2773990	"GO:0006629,GO:0004771"
2773994	"GO:0008270,GO:0004222,GO:0030402,GO:0008319,GO:0008133,GO:0004249"
2774008	"GO:0006777,GO:0003919"
2774083	"GO:0008152,GO:0003824,GO:0016788,GO:0009058,GO:0043762,GO:0043759,GO:0018857,GO:0018856,GO:0018855,GO:0018854,GO:0018853,GO:0015645,GO:0004774,GO:0003996"
2774086	"GO:0008152,GO:0003824,GO:0016788,GO:0009058,GO:0016207"
2774115	GO:0003676
2774130	"GO:0006099,GO:0005739,GO:0004449,GO:0004448"
2774185	"GO:0006281,GO:0003913,GO:0003904"
2774209	"GO:0016020,GO:0008236,GO:0006508,GO:0016808,GO:0008991,GO:0008243,GO:0008132,GO:0004289"
2774210	"GO:0005509,GO:0016020"
2774253	"GO:0008026,GO:0005524,GO:0003676,GO:0004386"
2774264	"GO:0003993,GO:0005524,GO:0003824"
2774280	"GO:0003824,GO:0019909,GO:0004741"
2774311	"GO:0006468,GO:0005524,GO:0004672,GO:0004674,GO:0004682"
2774383	"GO:0008152,GO:0003824,GO:0004739"
2774389	"GO:0006511,GO:0004221"
2774391	"GO:0006468,GO:0005524,GO:0004672,GO:0004674,GO:0004682"
2774393	"GO:0008270,GO:0006508,GO:0005773,GO:0004177,GO:0042576"
2774440	"GO:0035091,GO:0007154,GO:0005515"
2774496	"GO:0006468,GO:0005524,GO:0004672,GO:0004674,GO:0034211,GO:0019912,GO:0019199,GO:0016909,GO:0016908,GO:0008545,GO:0008349,GO:0008339,GO:0008338,GO:0004718,GO:0004711,GO:0004710,GO:0004708,GO:0004706,GO:0004705,GO:0004704,GO:0004702,GO:0004700,GO:0004698,GO:0004696,GO:0004695,GO:0004694,GO:0004690,GO:0004681,GO:0004680,GO:0004679,GO:0004677,GO:0004676,GO:0004675"
2774508	GO:0003676
2774575	"GO:0006508,GO:0004194,GO:0004190,GO:0004196"
2774578	"GO:0008270,GO:0003676"
2774595	"GO:0006334,GO:0005634,GO:0003677,GO:0000786"
2774600	"GO:0003676,GO:0006457,GO:0003755,GO:0042027,GO:0030051,GO:0004600"
2774613	"GO:0006364,GO:0005634"
2774624	"GO:0008152,GO:0003824,GO:0004490"
2774689	"GO:0005975,GO:0004553,GO:0003824,GO:0008810"
2774700	"GO:0016810,GO:0005975,GO:0003824,GO:0004099"
2774706	"GO:0045941,GO:0016563,GO:0005634,GO:0003677,GO:0006367,GO:0003824,GO:0003702"
2774716	"GO:0016491,GO:0008152,GO:0004030"
2774718	"GO:0008605,GO:0005956"
2774755	"GO:0016491,GO:0006118,GO:0004128"
2774758	"GO:0006468,GO:0005524,GO:0004672,GO:0004674,GO:0034211,GO:0019912,GO:0019199,GO:0016909,GO:0016908,GO:0008545,GO:0008349,GO:0008339,GO:0008338,GO:0004718,GO:0004711,GO:0004710,GO:0004708,GO:0004706,GO:0004705,GO:0004704,GO:0004702,GO:0004700,GO:0004698,GO:0004696,GO:0004695,GO:0004694,GO:0004690,GO:0004681,GO:0004680,GO:0004679,GO:0004677,GO:0004676,GO:0004675"
2774795	"GO:0016791,GO:0017023,GO:0017020,GO:0017018,GO:0008597,GO:0008420,GO:0005963,GO:0004724,GO:0004723,GO:0004721"
2774901	"GO:0016491,GO:0006118,GO:0008152,GO:0003824,GO:0004783"
2774942	GO:0005488
2774948	GO:0004845
2774993	"GO:0016021,GO:0016020,GO:0008158"
2775021	"GO:0009231,GO:0003935"
2775034	"GO:0008026,GO:0005524,GO:0003676,GO:0004386"
2775041	"GO:0016787,GO:0042781"
2775047	"GO:0016491,GO:0008152,GO:0004745"
2775106	GO:0005488
2775125	"GO:0004534,GO:0000175"
2775182	"GO:0016021,GO:0050291"
2775240	"GO:0008415,GO:0008152,GO:0016020,GO:0008654,GO:0003841"
2775246	"GO:0006412,GO:0005840,GO:0005622,GO:0003735"
2775288	"GO:0005525,GO:0003924,GO:0050800"
2775296	"GO:0051444,GO:0051443,GO:0051440,GO:0051438,GO:0004842"
2775341	"GO:0005515,GO:0051082,GO:0006457,GO:0005524"
2775367	GO:0004682
2775389	"GO:0005975,GO:0004553,GO:0043169,GO:0003824,GO:0005978,GO:0003844"
2775391	"GO:0006468,GO:0005524,GO:0004672,GO:0004674"
2775413	GO:0005634
2775434	"GO:0009435,GO:0004514,GO:0019363"
2775597	"GO:0005618,GO:0005199"
2775630	GO:0003677
2775637	GO:0003824
2775715	"GO:0016491,GO:0008152"
2775766	"GO:0006777,GO:0003919"
2775879	"GO:0006412,GO:0005840,GO:0005622,GO:0003735"
2775917	"GO:0016491,GO:0016020,GO:0006118,GO:0050660,GO:0016021,GO:0005506"
2775953	"GO:0006413,GO:0003743"
2776200	"GO:0016627,GO:0006118,GO:0008152,GO:0003997"
2776201	"GO:0016020,GO:0015171,GO:0006865"
2776233	"GO:0003677,GO:0008270"
2776243	GO:0003677
2776274	GO:0005525
2776299	"GO:0008026,GO:0005524,GO:0003676"
2776328	"GO:0016491,GO:0006118,GO:0008336"
2776403	"GO:0005524,GO:0004386,GO:0003676"
2776457	GO:0005515
2776463	"GO:0050660,GO:0016491,GO:0016021,GO:0006118,GO:0005506,GO:0000293"
2776483	GO:0005525
2776516	"GO:0016491,GO:0008115"
2776687	"GO:0005524,GO:0004674,GO:0004682"
2776816	GO:0007165
2776883	GO:0005515
2776891	"GO:0006260,GO:0005971,GO:0004748,GO:0005515"
2776936	"GO:0008168,GO:0008152,GO:0043852,GO:0043851,GO:0043834,GO:0043833,GO:0043827,GO:0043803,GO:0043791,GO:0043790,GO:0043782,GO:0043780,GO:0043777,GO:0043776,GO:0043770,GO:0030792,GO:0019702,GO:0018707,GO:0018423,GO:0016436,GO:0016435,GO:0016434,GO:0016433,GO:0016431,GO:0016427,GO:0016426,GO:0016424,GO:0016423,GO:0016300,GO:0016279,GO:0016278,GO:0016274,GO:0016273,GO:0016205,GO:0009383,GO:0009008,GO:0008650,GO:0008649,GO:0008425,GO:0008326,GO:0008276,GO:0008175,GO:0008174,GO:0008173,GO:0008172,GO:0008171,GO:0008170,GO:0008169,GO:0003880,GO:0000179"
2776974	"GO:0010181,GO:0009055,GO:0006118,GO:0005506,GO:0016491,GO:0003958"
2777005	"GO:0043565,GO:0006355,GO:0005634,GO:0003700,GO:0045449,GO:0003677"
2777008	"GO:0005525,GO:0003924,GO:0050800"
2777029	"GO:0006412,GO:0005840,GO:0005622,GO:0003735,GO:0005761"
2777030	"GO:0008152,GO:0003824"
2777059	"GO:0016491,GO:0006520,GO:0004352"
2777060	"GO:0031625,GO:0031461,GO:0006511"
2777075	"GO:0016491,GO:0008152"
2777099	"GO:0008138,GO:0006470,GO:0016791,GO:0016311"
2777114	"GO:0006370,GO:0005634,GO:0004651,GO:0043141,GO:0019177,GO:0019176,GO:0016462,GO:0008828,GO:0008796,GO:0008758,GO:0008413,GO:0004787,GO:0000810"
2777115	GO:0009815
2777156	"GO:0006108,GO:0004470,GO:0016616,GO:0051287,GO:0004473"
2777158	"GO:0016651,GO:0006118"
2777166	"GO:0005634,GO:0018024"
2777188	GO:0008270
2777190	"GO:0016818,GO:0005634,GO:0004003,GO:0008026,GO:0006139,GO:0005524,GO:0003676,GO:0003677"
2777278	"GO:0005634,GO:0003676"
2777297	"GO:0046961,GO:0016469"
2777366	GO:0008270
2777384	"GO:0007585,GO:0005740"
2777434	GO:0005515
2777456	"GO:0008152,GO:0003824,GO:0047369"
2777462	GO:0003779
2777505	GO:0008168
2777567	"GO:0031625,GO:0031461,GO:0006511"
2777578	"GO:0016787,GO:0008806"
2777657	GO:0050236
2777666	GO:0008202
2777669	GO:0016614
2777807	"GO:0008270,GO:0005622,GO:0003676"
2777975	"GO:0005524,GO:0004386,GO:0003676,GO:0017111,GO:0000166,GO:0008026"
2777986	"GO:0006413,GO:0005737,GO:0003743,GO:0003723"
2778246	"GO:0008138,GO:0006470,GO:0016791,GO:0016311,GO:0004725"
2778352	"GO:0008270,GO:0005622,GO:0003676"
2778389	"GO:0005975,GO:0004560"
2778445	"GO:0006468,GO:0005524,GO:0004672,GO:0004674,GO:0005952,GO:0004691"
2778450	"GO:0005524,GO:0003677,GO:0004386,GO:0003676"
2778519	"GO:0016884,GO:0004040"
2778540	"GO:0020037,GO:0006118,GO:0005506,GO:0004497"
2778567	GO:0005525
2778615	"GO:0046983,GO:0043565,GO:0006355,GO:0005634,GO:0003700"
2778677	"GO:0016787,GO:0017168"
2778885	"GO:0016020,GO:0006811,GO:0005216"
2778888	"GO:0006508,GO:0004289,GO:0008236,GO:0019131"
2778890	"GO:0008152,GO:0005524,GO:0003824,GO:0006807,GO:0004086,GO:0004088"
2778979	GO:0005622
2779052	"GO:0006511,GO:0005839,GO:0004175,GO:0004298,GO:0004299"
2779061	GO:0003676
2779075	"GO:0015934,GO:0006412,GO:0003735"
2779086	"GO:0004519,GO:0003676"
2779098	"GO:0006350,GO:0003899,GO:0003677"
2779181	GO:0016787
2779257	"GO:0016469,GO:0015078,GO:0046961,GO:0046933,GO:0015986,GO:0045259,GO:0003936"
2779291	"GO:0007242,GO:0007165,GO:0004629,GO:0004436"
2779332	"GO:0008270,GO:0005515"
2779360	"GO:0008410,GO:0008152,GO:0008260"
2779370	GO:0016787
2779460	"GO:0008415,GO:0008152,GO:0005515,GO:0030523,GO:0009351,GO:0004742"
2779526	"GO:0008235,GO:0006508,GO:0008451"
2779698	GO:0003677
2779704	"GO:0016020,GO:0008643,GO:0005351,GO:0016021,GO:0006810,GO:0005215"
2779719	"GO:0046983,GO:0043565,GO:0006355,GO:0005634,GO:0003700"
2779728	"GO:0006355,GO:0003700,GO:0003677"
2779812	"GO:0007264,GO:0005525,GO:0005622,GO:0015031"
2779832	GO:0003676
2779884	"GO:0009231,GO:0008531"
2779886	"GO:0020037,GO:0006118,GO:0005506,GO:0004497"
2779913	"GO:0016020,GO:0006810,GO:0005337"
2779943	GO:0007242
2780045	"GO:0016020,GO:0006810,GO:0005337"
2780079	"GO:0008152,GO:0003824"
2780097	"GO:0017111,GO:0000166,GO:0005524,GO:0016887,GO:0015031,GO:0005515"
2780147	GO:0003677
2780163	"GO:0008440,GO:0050517"
2780224	"GO:0006412,GO:0005840,GO:0005622,GO:0003735"
2780245	"GO:0006412,GO:0005840,GO:0005622,GO:0003735"
2780269	GO:0047816
2780414	"GO:0050576,GO:0000253"
2780418	"GO:0005525,GO:0003924"
2780430	"GO:0007031,GO:0005778"
2780577	"GO:0043565,GO:0008270,GO:0006355,GO:0005634,GO:0003700"
2780604	"GO:0006144,GO:0004846"
2780895	GO:0016034
2780965	"GO:0006468,GO:0005524,GO:0004674,GO:0004686"
2781006	"GO:0015074,GO:0003677,GO:0003676"
2781027	"GO:0016491,GO:0006118,GO:0001716"
2781047	"GO:0016491,GO:0010181,GO:0016481,GO:0003955"
2781093	"GO:0005524,GO:0003677"
2781124	"GO:0006118,GO:0004601"
2781234	"GO:0006916,GO:0005622"
2781331	"GO:0005524,GO:0003677,GO:0004386,GO:0003676,GO:0008270,GO:0005515"
2781335	"GO:0006334,GO:0005634,GO:0003677,GO:0000786"
2781405	"GO:0016020,GO:0015297,GO:0015238,GO:0006855"
2781515	"GO:0050660,GO:0016491,GO:0003824"
2781568	"GO:0006468,GO:0005524,GO:0004672,GO:0004713,GO:0004714"
2781574	"GO:0046912,GO:0044262,GO:0008152,GO:0003824,GO:0005737,GO:0003878,GO:0004775"
2781587	GO:0003677
2781641	"GO:0043867,GO:0018127,GO:0018121,GO:0018071,GO:0000107"
2781752	GO:0003676
2781828	"GO:0043852,GO:0043851,GO:0043834,GO:0043833,GO:0043827,GO:0043803,GO:0043791,GO:0043790,GO:0043782,GO:0043780,GO:0043777,GO:0043776,GO:0043770,GO:0030792,GO:0019702,GO:0018707,GO:0018423,GO:0016436,GO:0016435,GO:0016434,GO:0016433,GO:0016431,GO:0016427,GO:0016426,GO:0016424,GO:0016423,GO:0016300,GO:0016279,GO:0016278,GO:0016274,GO:0016273,GO:0016205,GO:0009383,GO:0009008,GO:0008650,GO:0008649,GO:0008425,GO:0008326,GO:0008276,GO:0008175,GO:0008174,GO:0008173,GO:0008172,GO:0008171,GO:0008170,GO:0008169,GO:0003880,GO:0000179"
2782013	"GO:0035023,GO:0005622,GO:0005089,GO:0005083"
2782027	"GO:0005524,GO:0003677"
2782128	"GO:0005524,GO:0003677"
2782243	"GO:0016021,GO:0004659,GO:0047293"
2782274	"GO:0016491,GO:0005507,GO:0008447"
2782327	"GO:0016491,GO:0008152"
2782403	"GO:0005975,GO:0004645,GO:0030170,GO:0008184"
2782476	GO:0003677
2782495	"GO:0030170,GO:0016769,GO:0009058,GO:0004021"
2782528	"GO:0003824,GO:0004401,GO:0000105"
2782534	"GO:0006511,GO:0004221"
2782555	"GO:0007165,GO:0004871,GO:0006355"
2782647	GO:0016021
2782649	GO:0005515
2782743	"GO:0016021,GO:0004659,GO:0009058,GO:0047293"
2782832	"GO:0033014,GO:0004852"
2782967	"GO:0006118,GO:0004601,GO:0019806,GO:0016693,GO:0008379"
2783025	"GO:0019079,GO:0005524,GO:0004386"
2783028	GO:0003677
2783050	"GO:0005634,GO:0008270"
2783066	"GO:0006031,GO:0004100"
2783282	GO:0004197
2783288	"GO:0016491,GO:0005507,GO:0008447"
2783310	"GO:0006508,GO:0004194,GO:0004192"
2783347	"GO:0016757,GO:0008152,GO:0004048,GO:0000162"
2783393	"GO:0051246,GO:0043687,GO:0019787,GO:0051444,GO:0051443,GO:0051440,GO:0051438,GO:0004842"
2783724	"GO:0008234,GO:0006508"
2783730	"GO:0016829,GO:0000287"
2783796	"GO:0016192,GO:0006886,GO:0005515"
2783805	GO:0003824
2783809	GO:0003677
2783810	GO:0045437
2783820	"GO:0008234,GO:0006508"
2783823	"GO:0016791,GO:0016311,GO:0004725"
2783835	"GO:0008234,GO:0006508"
2783881	"GO:0000262,GO:0000002"
2783963	"GO:0016021,GO:0006481,GO:0004671"
2783984	"GO:0005524,GO:0004386,GO:0003676,GO:0008026"
2784062	"GO:0008270,GO:0005622"
2784066	GO:0003677
2784155	"GO:0004487,GO:0004486"
2784174	GO:0003677
2784208	GO:0003824
2784282	"GO:0008270,GO:0003676"
2784352	"GO:0005515,GO:0005524"
2784531	"GO:0006281,GO:0004518,GO:0043765,GO:0042578"
2784579	GO:0003824
2784589	"GO:0006508,GO:0004185,GO:0004187"
2784597	"GO:0006508,GO:0004194"
2784611	"GO:0016491,GO:0005507,GO:0008471"
2784650	"GO:0006396,GO:0005622,GO:0006397,GO:0005634"
2784846	"GO:0050660,GO:0017150,GO:0008033"
2784847	"GO:0006468,GO:0005524,GO:0004672,GO:0004674"
2784848	"GO:0006464,GO:0006412,GO:0005840,GO:0005622,GO:0003735"
2784865	"GO:0006412,GO:0005524,GO:0004812,GO:0006418,GO:0005737,GO:0000166,GO:0004821"
2784914	"GO:0032040,GO:0006364"
2784951	GO:0016021
2784953	"GO:0007264,GO:0005622,GO:0005085"
2784979	"GO:0008270,GO:0006350,GO:0005634,GO:0003677"
2785010	GO:0006464
2785014	"GO:0020037,GO:0006118,GO:0005506,GO:0004497"
2785070	"GO:0006508,GO:0004194,GO:0004190,GO:0004193"
2785115	"GO:0045454,GO:0015035,GO:0009055"
2785125	"GO:0006468,GO:0005524,GO:0004672,GO:0004713,GO:0004682"
2785128	"GO:0016070,GO:0005515,GO:0005488"
2785188	"GO:0008324,GO:0006812"
2785205	"GO:0016812,GO:0019856,GO:0004151"
2785414	"GO:0006281,GO:0005622,GO:0043814,GO:0043338,GO:0033677,GO:0008905,GO:0008193,GO:0008192,GO:0004779,GO:0003896,GO:0003887,GO:0003724,GO:0003720"
2785424	GO:0009058
2785440	"GO:0016808,GO:0008991,GO:0008243,GO:0008132,GO:0004289"
2785472	"GO:0006508,GO:0004194,GO:0004190,GO:0004192"
2785502	"GO:0005524,GO:0004386,GO:0003676"
2785516	"GO:0019205,GO:0006139,GO:0005524,GO:0019201,GO:0016776,GO:0004017"
2785524	"GO:0006468,GO:0005524,GO:0004672,GO:0004713,GO:0004715"
2785556	"GO:0006508,GO:0004194,GO:0004190"
2785672	"GO:0006725,GO:0006118,GO:0004497,GO:0016491,GO:0008152,GO:0018662"
2785678	"GO:0016020,GO:0008508,GO:0006814,GO:0016021"
2785822	"GO:0005975,GO:0004553,GO:0004338"
2785829	"GO:0008270,GO:0005515,GO:0051444,GO:0051443,GO:0051440,GO:0051438,GO:0004842"
2785847	"GO:0008652,GO:0004412"
2785947	GO:0050512
2786017	"GO:0006355,GO:0005634,GO:0003700"
2786048	"GO:0016791,GO:0017023,GO:0017020,GO:0017018,GO:0008597,GO:0008420,GO:0005963,GO:0004724,GO:0004723,GO:0004721"
2786075	"GO:0009395,GO:0004620,GO:0008152,GO:0004622"
2786084	"GO:0004523,GO:0003676"
2786107	"GO:0008270,GO:0005634,GO:0003676"
2786148	"GO:0008270,GO:0006355,GO:0005634,GO:0003700"
2786150	"GO:0003824,GO:0046912,GO:0019752,GO:0004410"
2786156	"GO:0008270,GO:0003676"
2786234	"GO:0006807,GO:0004086,GO:0004088"
2786239	"GO:0008152,GO:0003824,GO:0031957,GO:0031956,GO:0031955,GO:0015645,GO:0004467"
2786258	"GO:0006265,GO:0006259,GO:0005694,GO:0005524,GO:0003918,GO:0003677"
2786309	"GO:0017111,GO:0000166,GO:0005524,GO:0006260,GO:0005634,GO:0003677"
2786320	GO:0016787
2786332	"GO:0043852,GO:0043851,GO:0043834,GO:0043833,GO:0043827,GO:0043803,GO:0043791,GO:0043790,GO:0043782,GO:0043780,GO:0043777,GO:0043776,GO:0043770,GO:0030792,GO:0019702,GO:0018707,GO:0018423,GO:0016436,GO:0016435,GO:0016434,GO:0016433,GO:0016431,GO:0016427,GO:0016426,GO:0016424,GO:0016423,GO:0016300,GO:0016279,GO:0016278,GO:0016274,GO:0016273,GO:0016205,GO:0009383,GO:0009008,GO:0008650,GO:0008649,GO:0008425,GO:0008326,GO:0008276,GO:0008175,GO:0008174,GO:0008173,GO:0008172,GO:0008171,GO:0008170,GO:0008169,GO:0003880,GO:0000179"
2786337	"GO:0017111,GO:0000166"
2786346	"GO:0005524,GO:0003677,GO:0004386,GO:0003676"
2786413	"GO:0006888,GO:0005801,GO:0006810"
2786525	"GO:0006144,GO:0004846"
2786546	"GO:0006468,GO:0005524,GO:0004672,GO:0004674,GO:0005952,GO:0004691"
2786652	GO:0008270
2786708	"GO:0008270,GO:0003676"
2786760	"GO:0051246,GO:0043687,GO:0019787,GO:0051444,GO:0051443,GO:0051440,GO:0051438,GO:0004842"
2786766	GO:0008270
2786772	"GO:0006108,GO:0004470,GO:0016616,GO:0051287,GO:0004473"
2786788	GO:0005488
2786823	GO:0003676
2786901	"GO:0006508,GO:0004194,GO:0004192"
2786905	GO:0016787
2786914	"GO:0006333,GO:0005634,GO:0003682,GO:0000785,GO:0008270,GO:0005515"
2786925	"GO:0016491,GO:0006118,GO:0006779,GO:0004729"
2786927	"GO:0006281,GO:0004518,GO:0005634,GO:0003824,GO:0003677,GO:0051336,GO:0043859,GO:0003923"
2786932	"GO:0020037,GO:0006118,GO:0005506,GO:0004497,GO:0008398"
2786963	"GO:0008152,GO:0008080"
2786979	"GO:0035091,GO:0007154,GO:0005515"
2787001	GO:0016021
2787056	"GO:0005975,GO:0005529,GO:0004360"
2787062	"GO:0006281,GO:0004518,GO:0005634,GO:0003824,GO:0003677,GO:0043765,GO:0042578"
2787321	GO:0004338
2787402	GO:0016787
2787463	GO:0004139
2787482	GO:0003677
2787519	"GO:0020037,GO:0006118,GO:0005506,GO:0004497,GO:0043823,GO:0018600,GO:0018599,GO:0018598,GO:0018597,GO:0018596,GO:0018595,GO:0018594,GO:0018593,GO:0018592,GO:0018591,GO:0018590,GO:0018589,GO:0018588,GO:0018587,GO:0018586,GO:0018585"
2787575	GO:0016021
2787593	"GO:0016021,GO:0015698,GO:0015103"
2787616	"GO:0005524,GO:0003677"
2787626	GO:0004364
2787691	"GO:0005524,GO:0003677"
2787715	GO:0003838
2787752	"GO:0016846,GO:0008152"
2787802	"GO:0016491,GO:0006118,GO:0001716"
2787806	GO:0006790
2787886	GO:0016787
2787894	"GO:0005515,GO:0047598"
2787995	GO:0003676
2788010	"GO:0006772,GO:0004788,GO:0009229,GO:0005524"
2788083	GO:0008853
2788376	"GO:0008270,GO:0005622,GO:0003676"
2788424	"GO:0006468,GO:0005524,GO:0004672,GO:0004713"
2788466	"GO:0008270,GO:0008237,GO:0019370,GO:0005488,GO:0004463"
2788532	"GO:0032313,GO:0005622,GO:0005097"
2788598	"GO:0008152,GO:0003824,GO:0043832,GO:0018842,GO:0008416,GO:0000247"
2788817	"GO:0050660,GO:0016614,GO:0006066,GO:0008812"
2788920	"GO:0006510,GO:0004176,GO:0017111,GO:0000166,GO:0005524,GO:0006508,GO:0004252,GO:0016808,GO:0008991,GO:0008243,GO:0008132,GO:0004289"
2788983	"GO:0030117,GO:0016192,GO:0008565,GO:0006886,GO:0006461,GO:0005515,GO:0005198"
2789041	"GO:0046914,GO:0020037,GO:0016459,GO:0005524,GO:0003774,GO:0004100"
2789082	"GO:0020037,GO:0006118,GO:0005506,GO:0004497,GO:0018664"
2789085	GO:0010181
2789115	"GO:0008138,GO:0006470,GO:0016791,GO:0016311,GO:0004725"
2789129	"GO:0016020,GO:0015171,GO:0006865,GO:0016021,GO:0006810"
2789135	"GO:0007242,GO:0007165,GO:0004629,GO:0006629,GO:0004435,GO:0005509"
2789159	"GO:0006468,GO:0005524,GO:0004672,GO:0005488"
2789179	"GO:0046921,GO:0046920,GO:0046527,GO:0045140,GO:0042283,GO:0042281,GO:0033556,GO:0031278,GO:0019187,GO:0019112,GO:0018718,GO:0018717,GO:0018716,GO:0018715,GO:0016759,GO:0016253,GO:0008921,GO:0008755,GO:0008417,GO:0008378,GO:0008376,GO:0008375,GO:0004583,GO:0004576,GO:0004376,GO:0003980,GO:0001962,GO:0000033,GO:0000030,GO:0000026,GO:0000009"
2789214	"GO:0020037,GO:0006118,GO:0005506,GO:0004497"
