"","HZHBT","HZHBP","HZHBS","HZHBU","HZHBW","HZHBX"
"jgi.p|Suilu4|10017",1123.05518477573,913.416390551543,717.673145144082,351.63908067899,294.433922452455,317.476122386898
"jgi.p|Suilu4|10094",803.743278185441,396.883799089488,439.370916984516,634.329322009158,632.106392957369,330.284957295879
"jgi.p|Suilu4|101036",299.886087177952,231.272360866485,207.962104558797,217.188843948788,285.168519298357,182.983355842592
"jgi.p|Suilu4|1013261",520.854782993285,428.255128796929,386.360968763647,1071.00530455169,1136.55612023605,1133.58188944486
"jgi.p|Suilu4|1014298",292.601404898325,348.002890010452,346.603507597994,327.506986906902,338.701959744258,362.307044568333
"jgi.p|Suilu4|102163",12.1411371327106,49.610474886186,37.7186170033111,10.3423259023232,7.20642467540974,8.23425101291665
"jgi.p|Suilu4|102388",1624.48414835668,1500.71686530713,1462.87068647977,1499.63725583687,988.309669770479,1094.2404679387
"jgi.p|Suilu4|10256",1126.69752591554,2463.74373074486,2926.76079504071,1793.81897039184,1130.37918479999,974.386369861804
"jgi.p|Suilu4|1027956",247.679197507296,304.958507388614,326.215065974583,247.066674333277,272.814648426226,330.284957295879
"jgi.p|Suilu4|102810",30.3528428317765,48.1513432718864,38.7380390844817,49.4133348666554,52.5039512065567,59.4695906488425
"jgi.p|Suilu4|10291",4679.19425094666,6180.88151817306,6352.01898777383,4239.20447263004,3449.81844104258,3662.41186718948
"jgi.p|Suilu4|102961",174.832374711033,199.171465351894,208.981526639967,220.636285916229,190.455509278686,216.835276673472
"jgi.p|Suilu4|103567",921.512308372734,356.75767969625,291.554715214783,694.084982778136,687.698811881958,993.599622225276
"jgi.p|Suilu4|1037686",31.5669565450475,57.6356987648338,58.1070586267226,36.7727143193715,40.1500803344257,37.5115879477314
"jgi.p|Suilu4|103942",104.413779341311,74.415712329279,74.4178119254517,94.2300804433893,172.954192209834,117.109347739259
"jgi.p|Suilu4|103945",71.6327090829925,75.1452781364288,54.0293703020403,62.0539554139393,107.066880891802,64.0441745449073
"jgi.p|Suilu4|1040254",480.78903045534,442.846444939925,327.234488055753,298.778303844893,213.10427254426,355.902627113842
"jgi.p|Suilu4|104073",20.639933125608,8.75478968579753,6.11653248702343,13.7897678697643,15.4423385901637,15.5535852466203
"jgi.p|Suilu4|1042247",42.4939799644871,62.7426594148823,78.495500250134,28.7286830620089,35.0026341377045,36.5966711685185
"jgi.p|Suilu4|1042476",37.6375251114028,37.2078561646395,40.7768832468229,22.9829464496072,28.825698701639,40.2563382853703
"jgi.p|Suilu4|1042538",50.9927759573845,75.8748439435786,93.7868314676926,45.9658928992143,19.5602955475407,47.575672519074
"jgi.p|Suilu4|10467",2567.85050356829,3890.77444952985,3487.44293968452,2160.39696626307,2328.70465939669,2188.4809358774
"jgi.p|Suilu4|10512",46.1363211043003,21.8869742144938,51.9905261396991,70.0979866713018,77.2116929508187,72.278425557824
"jgi.p|Suilu4|10513",983.432107749558,1197.94705533996,1467.96779688562,1576.63012644305,1414.518214859,1370.54533526102
"jgi.p|Suilu4|105173",16.9975919857948,30.6417639002914,32.6215065974583,35.6235669968911,38.0911018557372,43.9160054022221
"jgi.p|Suilu4|1052116",21.8540468388791,27.7235006716922,20.3884416234114,26.4303884170482,43.2385480524585,35.6817543893055
"jgi.p|Suilu4|105246",377.5893648273,577.816119262637,510.730462666456,368.876290516195,412.825184977044,415.372217762684
"jgi.p|Suilu4|10527",253.749766073651,89.7365942794247,78.495500250134,86.1860491860268,112.214327088523,70.448591999398
"jgi.p|Suilu4|1053200",212.469899822435,3.64782903574897,7.135954568194,45.9658928992143,54.5629296852452,5.48950067527777
"jgi.p|Suilu4|1053227",14.5693645592527,8.02522387864774,18.3495974610703,19.5355044821661,11.3243816327867,8.23425101291665
"jgi.p|Suilu4|105613",8.49879599289742,1.45913161429959,1.01942208117057,0,1.02948923934425,1.82983355842592
"jgi.p|Suilu4|1057307",540.280602405621,887.8815873013,756.411184228564,459.658928992143,556.953678485239,655.995330695693
