"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","proteinID"
"1739397",731.810520935706,-0.0605810898012485,0.0637233116584756,-0.95068960203971,0.341761968109696,0.820775531748409,"1739397"
"2764984",412.022343447811,-0.898598077802943,0.490795613401763,-1.83090079305039,0.0671153519587556,0.432551836039098,"2764984"
"2846331",2820.60415831353,-0.051430607614048,0.0682394495506191,-0.753678523973109,0.451042280544128,0.879611175481964,"2846331"
"2854961",4206.23564666323,-0.0314999445190154,0.213834242701559,-0.147310103943356,0.882887257691068,0.998996739566505,"2854961"
"2856429",1753.32237695203,-0.167756144288445,0.0722385115976127,-2.32225360930594,0.020219283887783,0.246610566362931,"2856429"
"2859797",1480.88398652092,-0.0919765428361609,0.0744395657384867,-1.23558677329316,0.216612203692452,0.702974381668929,"2859797"
"2893674",417.773199226336,-0.236495297401009,0.103659766912595,-2.28145696681355,0.0225214203813158,0.260874888300067,"2893674"
"72605",2305.41138225878,0.120359132271288,0.260119479776011,0.462707108190933,0.643574322524635,0.948719523378395,"72605"
"810602",893.405362176118,0.0859654118306373,0.110382334424152,0.778796827219732,0.436099407020062,0.872056900793452,"810602"
