"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"jgi.p|Suilu4|100092",2480.59338470464,1.1834941069847,0.14060044566553,8.41742784941153,3.84840140138756e-17,3.10915895887893e-16
"jgi.p|Suilu4|10017",456.575738338189,-0.67519483404991,0.167168875964128,-4.03899846879869,5.36799155598939e-05,0.000129152266986835
"jgi.p|Suilu4|100526",733.519831693885,1.08819141864212,0.165012823853683,6.59458697347681,4.26441363964522e-11,2.02974339647133e-10
"jgi.p|Suilu4|10094",468.587861086325,0.768795830956845,0.159208517263964,4.82886119517211,1.37316079694514e-06,4.04679374854857e-06
"jgi.p|Suilu4|101036",659.029131807113,-0.27680500062806,0.196571648883075,-1.40816339589596,0.159082692355039,0.209617990700464
"jgi.p|Suilu4|101193",44.2210058758569,0.666577561888595,0.408333590834904,1.63243381600242,0.102588130265737,0.141030165738046
"jgi.p|Suilu4|101201",145.124286513854,0.47346951554997,0.248582929207883,1.90467429545019,0.0568224223166276,0.0828463441669882
"jgi.p|Suilu4|1013261",927.518817882292,0.623821119918216,0.182784666428735,3.41287446100647,0.000642815466247666,0.00132615969125594
"jgi.p|Suilu4|1014298",1375.54228028616,-0.622894684655036,0.132875303561086,-4.68781382214247,2.76139055815905e-06,7.84285659736324e-06
"jgi.p|Suilu4|102126",199.876709005444,0.0343276661514873,0.249095239165648,0.13780940280701,0.89039105290361,0.912766237863879
"jgi.p|Suilu4|102388",1203.65455086296,-0.512448377964237,0.159876798789251,-3.20527044477383,0.00134935631146075,0.00265065026600827
"jgi.p|Suilu4|10256",3211.18216050564,0.549633828177056,0.230877561716717,2.38062904030253,0.0172831066114184,0.0279340469681249
"jgi.p|Suilu4|1027956",18.2399993669617,-2.08056274014459,0.656297887240775,-3.17014998919431,0.00152360268205723,0.00296173435481157
"jgi.p|Suilu4|10291",5830.78763248156,-0.124973993021012,0.122690274084592,-1.01861369170017,0.308386401587162,0.374817905788348
"jgi.p|Suilu4|102961",839.956657347123,0.714767558315421,0.140867151313473,5.07405418261667,3.89428090470453e-07,1.2238126748947e-06
"jgi.p|Suilu4|103203",33.0531263677141,-0.352395345614151,0.46421635815646,-0.759118758790872,0.447781518602966,0.517776306627526
"jgi.p|Suilu4|103567",598.882127772829,-0.561024973636633,0.166654911183821,-3.36638728286753,0.000761597002822809,0.00155482794441424
"jgi.p|Suilu4|1037566",7.72802207935058,-0.361136406597623,0.917195803269706,-0.393739706734603,0.693773222775058,0.74740957886451
"jgi.p|Suilu4|1037686",102.619440285112,-0.629814698752024,0.307442468321399,-2.04856115744432,0.0405050461077494,0.0609157312287457
"jgi.p|Suilu4|103942",3.00712060214891,-0.274411287381599,1.52852405440296,-0.179526966939872,0.857523944732043,0.886971363807987
"jgi.p|Suilu4|1040254",621.305428292156,1.40658822766164,0.194863331216212,7.21833204268149,5.26290854091837e-13,3.00259284265022e-12
"jgi.p|Suilu4|104073",73.2064629068408,0.254033280560379,0.343831611527938,0.738830497380656,0.460009930448235,0.529985940856749
"jgi.p|Suilu4|1042247",50.1086508125912,0.000302705638984831,0.364430953615661,0.000830625488810902,0.999337256822877,0.999337256822877
"jgi.p|Suilu4|1042476",74.9320932046688,-0.367210193287931,0.373949275859142,-0.981978618475116,0.326110381961551,0.393267493779113
"jgi.p|Suilu4|1042538",20.5722901272708,-0.704803148567699,0.573762837780547,-1.22838758831793,0.219301504885752,0.278561286536865
