"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"jgi.p|Suilu4|10017",660.640024816008,0.225100006069026,0.159843843260443,1.40824946070809,0.159057215086695,0.4828195038838
"jgi.p|Suilu4|100326",7.98488002905483,-0.140667964554567,0.702076528138289,-0.200359873769857,0.841199139239434,NA
"jgi.p|Suilu4|100526",940.817741886027,0.0316863172463028,0.136933407079952,0.231399465784138,0.81700448014452,0.943200788098874
"jgi.p|Suilu4|10094",1653.07108005553,0.0475525686887728,0.127317585789128,0.373495683208543,0.708779557576363,0.89562489912892
"jgi.p|Suilu4|101036",78.1077417377944,0.250945829014342,0.244260375923211,1.02737019078867,0.304246182451897,0.644991588996159
"jgi.p|Suilu4|101126",5.54603600403383,0.148311661556441,0.863633663661318,0.171729829205225,0.863649933865091,NA
"jgi.p|Suilu4|101193",55.4794400204959,-0.331067021668731,0.297349889762186,-1.11339211167528,0.265540061397285,0.609438204244068
"jgi.p|Suilu4|1013261",549.365594099433,0.335655525619963,0.151827234333513,2.21077283725423,0.0270515717199985,0.199388224276658
"jgi.p|Suilu4|1014298",495.440371540914,0.132035527875335,0.135315938664288,0.975757395460324,0.329184702168721,0.669551091425733
"jgi.p|Suilu4|101701",13.6748410456456,0.694541004444835,0.554928616236282,1.2515862114941,0.210720681486243,NA
"jgi.p|Suilu4|102388",1987.48335663587,0.204204031385436,0.182114804593281,1.12129286710922,0.262163220746374,0.606138819672962
"jgi.p|Suilu4|10256",1038.3380897148,-0.0764775252583462,0.190163925873344,-0.402166314705151,0.687561631090913,0.886140896511452
"jgi.p|Suilu4|1027956",309.91503119555,0.0999653517783471,0.172506139110015,0.579488662224331,0.562259494605598,0.826382832314312
"jgi.p|Suilu4|102810",44.0731015910995,0.253595792817517,0.354769673681892,0.714818124631775,0.474721434163082,NA
"jgi.p|Suilu4|10291",3578.96793067329,-0.00805859404244047,0.124323058823431,-0.0648197857960171,0.948317487790836,0.981855490105663
"jgi.p|Suilu4|102961",96.3619913448439,-0.00976167894802583,0.231253504711401,-0.0422120259764632,0.966329675763354,0.98675134425575
"jgi.p|Suilu4|103567",227.586967515038,0.348291017877828,0.172181515870566,2.02281305351992,0.0430924253457431,0.255450939088017
"jgi.p|Suilu4|1037566",1.9509234917871,0.660027256460347,1.45524799360419,0.453549676317138,0.650152981036396,NA
"jgi.p|Suilu4|1037686",84.4945410289761,0.0716060299092652,0.238675207132656,0.300014529240427,0.764166073095715,0.922733168550868
"jgi.p|Suilu4|103942",37.2782776841803,0.312507721991544,0.360559845365636,0.866729132509575,0.386090439372686,NA
"jgi.p|Suilu4|103945",279.608534334246,0.0731396300193379,0.163339177400147,0.447777631695553,0.654313688187878,0.871197792967135
"jgi.p|Suilu4|1040254",574.937198927443,0.0526992581233074,0.133293707090279,0.395361936236152,0.69257579609846,0.889748039678412
"jgi.p|Suilu4|104073",18.9703670076188,0.513799567909131,0.484300160798021,1.0609114130016,0.28873016204993,NA
"jgi.p|Suilu4|1042247",60.1555549690919,0.0351619914862019,0.304957503787124,0.115301283128113,0.908206321357929,0.971198233512161
"jgi.p|Suilu4|1042476",67.9958074431642,0.231863556733945,0.280013034680619,0.828045583657944,0.407644685118579,0.726462849241799
"jgi.p|Suilu4|1042538",63.8920446238723,-0.14147724185068,0.261124717899572,-0.541799500976739,0.587956635203758,0.8379223077522
"jgi.p|Suilu4|1045175",23.9103316232434,0.662383541390055,0.410327037209842,1.61428197833162,0.106466277298687,NA
"jgi.p|Suilu4|10467",2351.07323306466,0.116093501295057,0.106173413120575,1.0934328838352,0.274203782097269,0.619373583680417
"jgi.p|Suilu4|10512",48.086555923094,0.115333430817616,0.339076289235363,0.340140064283763,0.733751051624033,NA
"jgi.p|Suilu4|10513",424.509861251707,-0.291541553230766,0.146063400133868,-1.99599319859435,0.0459346631241407,0.262386350980957
"jgi.p|Suilu4|1052116",17.5235256485798,-0.0603168254052698,0.471019320655308,-0.128055947516874,0.898104697734322,NA
"jgi.p|Suilu4|105246",394.356150709744,0.0820460659198491,0.140245441053467,0.585017703987752,0.55853581268776,0.824138154892229
"jgi.p|Suilu4|10527",112.14297508632,0.624272760244215,0.226322380132938,2.75833419513142,0.00580967692903586,0.081352524585332
"jgi.p|Suilu4|1053200",20.3341258779492,0.275367035493853,0.473652594437249,0.58136921179756,0.56099164310699,NA
"jgi.p|Suilu4|1053227",17.2713688733612,-2.49617295426808,0.674207672698402,-3.70237992735616,0.000213586452526339,NA
"jgi.p|Suilu4|1057307",1011.62671495115,-0.187452565150583,0.140471208736135,-1.33445541500749,0.182054649326245,0.516055609560952
"jgi.p|Suilu4|10576",81.8156791254156,0.0438255948708238,0.298454548601029,0.146841772310897,0.883256912504665,0.962430465703767
"jgi.p|Suilu4|105799",751.666518009436,-0.0257744903609347,0.137476787488587,-0.187482489457171,0.851282351657566,0.953608769111661
"jgi.p|Suilu4|105932",261.788298421052,0.235098674142408,0.172849650660986,1.36013392704803,0.173787546595531,0.504564017720902
"jgi.p|Suilu4|106127",53.5845992245833,0.200918623528334,0.279257526299848,0.719474336790486,0.471848708962116,0.770896894321968
"jgi.p|Suilu4|1063432",182.006494730034,0.392116059627543,0.220587782302924,1.77759645404597,0.0754701566029374,0.33206317720216
"jgi.p|Suilu4|106419",106.459210904217,-0.264553252686617,0.241902590008498,-1.0936354698696,0.274114886305273,0.619330448717247
"jgi.p|Suilu4|106420",138.26377536633,-0.342504198495105,0.199394168254024,-1.71772425188866,0.0858469236385206,0.351469885481982
"jgi.p|Suilu4|106445",1446.74711140352,0.251581547869609,0.13451734824753,1.87025354831307,0.0614486168069743,0.302316313479271
"jgi.p|Suilu4|106512",263.236375201855,0.164165783649311,0.16778494923167,0.978429736404056,0.327861826952575,0.669376197832139
"jgi.p|Suilu4|106594",8.53618775283165,-0.378838443958726,0.718473089152269,-0.527282718975208,0.597997272983019,NA
"jgi.p|Suilu4|1066669",405.401389117027,0.0346597195138099,0.144510351366788,0.239842469317915,0.810452381932043,0.941799222146081
