"","gene","p.GS.EC50","rank"
"1","2872521",0.0319145373071539,1.49601144753393
"2","98221",0.0272510495036322,1.56461676733746
"3","2787501",0.022766021191479,1.64271286422786
"4","2785766",0.01717515944961,1.76509922237529
"5","1334770",0.0122664831388215,1.9112799337956
"6","2786320",0.0121725405566824,1.91461876978975
"7","2872540",0.0118240931424892,1.92723215784727
"8","802622",0.0099975502378797,2.00010640485094
"9","811935",0.0092071111268375,2.0358766150237
"10","2895794",0.00896429340476952,2.04748393727899
"11","2892767",0.00483360092305413,2.31572920913524
"12","2890888",0.00368605630345912,2.43343803534189
"13","2762828",0.00306737511232337,2.51323311046989
"14","2834903",0.00275071095149257,2.56055504347694
"15","2862692",0.00272537129125362,2.56457432320085
"16","2845919",0.000776647935661957,3.10977580777529
"17","2851232",0.000626177737398651,3.20330237698865
"18","2894212",0.000537238785380083,3.26983264144542
"19","809016",0.000419564715089109,3.37720104261014
"20","2786819",0.000364955127736329,3.43776052999419
"21","2854117",0.000271592426728257,3.56608234439148
"22","758286",0.00014453345099406,3.84003162764194
"23","19007",0.000103694356918381,3.98424487741899
"24","2854348",6.98804511875236e-05,4.15564429963045
"25","2851686",3.51279280015069e-05,4.45434746603634
"26","2851641",2.76179039607993e-06,5.55880928494642
"27","2854064",2.67527163467031e-06,5.57263211515708
"28","2863345",1.4243227115557e-06,5.84639160060826
"29","2854335",8.6318157405604e-07,6.06389783891272
"30","1556928",7.08948576743282e-07,6.14938526502366
"31","2801911",2.26459108250095e-07,6.64501020718148
"32","2579563",1.02985457322125e-07,6.9872240981168
"33","2462656",5.05045367892408e-08,7.29666960774204
