"","gene","p.val","rank"
"2116","2872401",0.00598837992161186,2.22269065445031
"2117","2834927",0.00601283766084534,2.22092052140825
"2118","2274193",0.00601426232262048,2.22081763330534
"2119","2867408",0.00601816149295901,2.22053616246501
"2120","2862792",0.0060226707516256,2.22021087826402
"2121","2816484",0.0060333081408561,2.21944449327203
"2122","2840220",0.00605678412281358,2.21775790527703
"2123","2890753",0.00606420192521931,2.21722634603886
"2124","2825869",0.00606585174126857,2.21710820871969
"2125","24988",0.00607209204234631,2.21666165391427
"2126","2787626",0.00607433280082207,2.21650141762006
"2127","2778890",0.00608314396466937,2.21587190533197
"2128","1886629",0.00608395864145148,2.21581374692845
"2129","2845243",0.00609725090934448,2.21486593286038
"2130","2539649",0.00610068379183725,2.21462148459934
"2131","2848071",0.00611243142346731,2.21378600027353
"2132","2760083",0.00612005143484964,2.21324492789079
"2133","2958136",0.00612383513858176,2.21297650957534
"2134","74413",0.00612401485755855,2.21296376432455
"2135","89890",0.0061308286352688,2.21248082280561
"2136","1758202",0.00614243821959581,2.21165920294289
"2137","2840126",0.00614552322733117,2.21144113554903
"2138","2779812",0.00616157225863719,2.21030845404917
"2139","2850702",0.0061864083030114,2.20856141994665
"2140","2629313",0.00618724242950082,2.20850286705229
"2141","2737917",0.00618889249149001,2.20838706145942
"2142","2792394",0.00623142668062735,2.20541251054949
"2143","2906339",0.00626766986701323,2.20289388691792
"2144","2979844",0.00627960417397085,2.20206773054275
"2145","2861157",0.00628419277686239,2.2017505008053
"2146","72811",0.00628538039473301,2.20166843343796
"2147","2286402",0.00629015884768794,2.20133838701844
"2148","2866373",0.00629113750313647,2.2012708224925
"2149","2862104",0.00629608196986945,2.20092962645105
"2150","2779565",0.00629615396641188,2.20092466026375
"2151","2790689",0.00630904871615475,2.20003611911874
"2152","2012789",0.00631104628058671,2.1998986350162
"2153","2840494",0.00631122431559966,2.19988638371433
"2154","2859179",0.00632723701849281,2.19878589655152
"2155","2850142",0.00636164499521677,2.19643056989074
"2156","2823303",0.00637646496661968,2.1954200220582
"2157","22562",0.00637782890782813,2.1953271353569
"2158","2756852",0.00640702485847212,2.19334359099545
"2159","1747574",0.00641426552946548,2.19285306567438
"2160","15567",0.00642973380516212,2.19180700675576
"2161","2871552",0.00643479493361084,2.19146528879383
"2162","2912722",0.00643552834991213,2.19141579218898
"2163","2984769",0.00645077940790868,2.19038780906953
"2164","2437515",0.0064836019166877,2.18818365802667
"2165","2852906",0.00648888332994603,2.18783003438126
"2166","2816421",0.00649151022516706,2.18765425448526
"2167","2781574",0.00650006451988867,2.18708233251214
"2168","70442",0.00651583300808813,2.18603005459606
"2169","2862608",0.0065218821291053,2.1856270545245
"2170","2817071",0.00652235312057186,2.1855956921654
"2171","2921130",0.00652285452498659,2.18556230715896
"2172","798344",0.00653216654367395,2.18494275105164
"2173","2609675",0.00657232488699375,2.18228097640843
"2174","2871652",0.00659344444551286,2.18088764870221
"2175","10982",0.00661977700728027,2.1791566398864
"2176","2580512",0.00663080698620545,2.17843361362711
"2177","2866024",0.00663289776286123,2.17829669671148
"2178","2918768",0.0066384515859189,2.17793320769694
"2179","2671575",0.0066502742323424,2.17716044565367
"2180","2394591",0.00665416179723419,2.17690664338428
"2181","2857235",0.00665515110446524,2.17684207946948
"2182","2895168",0.00666066981991209,2.17648209448371
"2183","2924237",0.00668481392820491,2.17491067682062
"2184","2866211",0.00669634065209037,2.17416246129317
"2185","2921422",0.00670256340206527,2.17375906917099
"2186","2984905",0.00671185830242144,2.17315722070231
"2187","2923934",0.00672411437996038,2.17236490764138
"2188","2855609",0.0067307827380923,2.17193442774224
"2189","2853088",0.00673269342723973,2.17181116065301
"2190","164431",0.00673598054967477,2.17159917554361
"2191","2837832",0.00674660685897996,2.17091459649213
"2192","2893611",0.00674700592675443,2.17088890834839
"2193","2984058",0.00675208252160277,2.17056225855395
"2194","2845981",0.0067525665304148,2.17053112818462
"2195","122302",0.00676093658748028,2.16999313740164
"2196","2857667",0.00676769503057537,2.16955921993393
"2197","2283494",0.00678044280407584,2.16874194314073
"2198","2720984",0.00678990241372323,2.16813646747002
"2199","450266",0.00679581051475387,2.16775873891777
"2200","2854797",0.00681393395716951,2.16660208006897
"2201","2914543",0.00682406339721627,2.16595694711994
"2202","2850371",0.00683007440915037,2.16557456494111
"2203","2264276",0.00683044227284165,2.16555117473194
"2204","2861948",0.00685753418019479,2.1638320190522
"2205","1397871",0.00685762364480717,2.16382635320599
"2206","2673779",0.00686344337656805,2.16345794489816
"2207","2868896",0.00686991196867675,2.16304882797144
"2208","2770193",0.00687123428077919,2.16296524355413
"2209","2853589",0.00689526731447474,2.16144889251192
"2210","2851161",0.00693596712808229,2.15889297379688
"2211","2865874",0.00693812169498475,2.15875808688127
"2212","2022730",0.00699013768294526,2.15551426998329
"2213","89493",0.0069928870640062,2.1553434856129
"2214","2861022",0.00702021278412479,2.15364972411368
"2215","2471222",0.00703329039159404,2.1528414509979
"2216","2871668",0.00703596900388231,2.15267608244262
"2217","2783881",0.00705808713771862,2.15131298423097
"2218","1899279",0.0070834559069279,2.14975480514625
"2219","2868542",0.00708592865140986,2.14960322491492
"2220","2872376",0.00710894885003738,2.14819461057503
"2221","799907",0.00712618899621911,2.14714266375225
"2222","2891646",0.00713495971828303,2.14660847443115
"2223","86302",0.0071353994268054,2.14658171084616
"2224","2851544",0.00715224149250182,2.14555783018944
"2225","2916795",0.00716817567326143,2.1445913597922
"2226","2867842",0.00717045103861147,2.14445352530581
"2227","2786276",0.00718664205763417,2.14347398534578
