"","gene","p.GS.EC50","rank"
"1","2780269",0.460184623362276,0.337067896967858
"2","2773436",0.1212485370744,0.916323492679088
"3","2865453",0.0885110698034924,1.05300241004876
"4","2765137",0.0821142887026429,1.08558126474694
"5","2778519",0.0453856209760091,1.34308171806568
"6","2827134",0.041188865194211,1.38522017324585
"7","1865310",0.0361451803834814,1.44194960355347
"8","2544971",0.0357466579361176,1.44676455547828
"9","1950450",0.0318416997300138,1.49700375740224
"10","2858926",0.019947636278281,1.70010855923128
"11","2787886",0.0161836014325804,1.79092482584788
"12","2925638",0.0158877078986348,1.7989387534394
"13","2866255",0.0154307660406189,1.81161251340829
"14","2826286",0.0144184277478747,1.84108209451602
"15","2824469",0.0131356003772194,1.88155007251212
"16","2920229",0.0113755973227845,1.94402578964419
"17","2846914",0.0111439734497933,1.95295993127738
"18","2910357",0.0111350584403223,1.95330749930862
"19","2912486",0.00982040442694963,2.00787062659433
"20","2740107",0.0091300922863904,2.0395248326226
"21","280372",0.00852637632696267,2.06923550289737
"22","2871112",0.00785167681824128,2.10503758463788
"23","450266",0.00679581051475387,2.16775873891777
"24","2861157",0.00628419277686239,2.2017505008053
"25","2872401",0.00598837992161186,2.22269065445031
"26","2852119",0.00583555544698553,2.2339178001019
"27","2825432",0.00558123941206909,2.25326934764811
"28","2305198",0.00506970374146134,2.29501741881417
"29","2848174",0.00482111422362609,2.31685257892918
"30","2848812",0.00449374755454281,2.34739132861215
"31","170140",0.00375742231654955,2.42510998954149
"32","2890528",0.00359874905920459,2.44384843564837
"33","2851302",0.00344090291939892,2.46332758026024
"34","2862668",0.00249524626694228,2.602886585473
"35","807593",0.00248074164137147,2.60541846328494
"36","2869120",0.00239973431777419,2.61983683775158
"37","2869093",0.00225222742915453,2.64738775669826
"38","2893546",0.00177011888871272,2.75199756359417
"39","664292",0.00170736839075435,2.76767276312053
"40","2861743",0.00168712262107298,2.77285335148316
"41","2856587",0.00161208808990397,2.79261123057439
"42","2839913",0.0016046053012517,2.79463177732076
"43","2892740",0.00137152689352104,2.86279567213289
"44","2857184",0.00134781160068681,2.87037080995231
"45","2544668",0.00134443667653597,2.87145964838947
"46","2759545",0.00123565696166396,2.90810207967931
"47","2785387",0.00105380237550691,2.97724082676496
"48","2784539",0.00103322477333844,2.98580518941781
"49","2532368",0.000987446832915768,3.00548627878293
"50","2978853",0.00091873691630756,3.03680883263253
"51","2850584",0.000887357918028389,3.05190117106843
"52","2862167",0.000804117253049266,3.09468061961043
"53","2837719",0.000757234465545603,3.1207696273342
"54","20971",0.000702305471769055,3.15347394791598
"55","2867465",0.000682206920697459,3.16608387917449
"56","2848745",0.000660712098274886,3.17998774076862
"57","2783963",0.000596535465599081,3.22436373127929
"58","2860007",0.000579586539491482,3.2368817092817
"59","2849404",0.000530778677576172,3.27508653192103
"60","292543",0.000525750575208114,3.27922024349267
"61","1944886",0.000471815681874839,3.32622762843871
"62","2859096",0.00043542919946045,3.361082450951
"63","2120581",0.000368263201337246,3.43384167580874
"64","2846937",0.000304957112899219,3.51576123259041
"65","2866830",0.000283201371355671,3.54790464797818
"66","2968375",0.000259123279274489,3.58649356885013
"67","1757230",0.000246898280160822,3.60748193525748
"68","2846943",0.00023504944847171,3.62884076351838
"69","620117",0.000192835740410084,3.71481247030678
"70","2833577",0.000143170529196995,3.84414636976791
"71","2763278",0.000125059522523099,3.90288323378728
"72","2899966",0.000113245686178939,3.94597833240003
"73","2860925",0.000111733075788967,3.9518182458076
"74","2838223",9.81015106018584e-05,4.00832430514808
"75","1879932",9.80461760551808e-05,4.00856933978833
"76","26984",9.27474469058848e-05,4.03269803653714
"77","2870546",8.66845750974208e-05,4.06205817525798
"78","1945102",7.9992402475014e-05,4.09695125950638
"79","2894076",6.97712234708655e-05,4.15632366139828
"80","2855267",6.31237180351765e-05,4.19980742876876
"81","2851598",5.26458491033087e-05,4.27863586536347
"82","2915807",5.04229571375924e-05,4.29737168799557
"83","2853106",4.92347247705616e-05,4.30772848550851
"84","2844315",4.77708754500851e-05,4.32083679975376
"85","2861974",4.6719880350266e-05,4.33049827812352
"86","2856647",4.46916653793054e-05,4.34977346159458
"87","2775203",3.64672394474334e-05,4.43809711132629
"88","2839772",3.54571620186745e-05,4.45029602815285
"89","1892190",3.4713921752846e-05,4.45949631979419
"90","2858539",3.0976393689349e-05,4.50896914474278
"91","2771160",2.96291059527942e-05,4.52828145299602
"92","2848526",2.94269154401697e-05,4.53125525871318
"93","2908194",2.39904037747821e-05,4.61996244249969
"94","2913870",2.0323791334741e-05,4.69199527265939
"95","2895378",2.00142211538204e-05,4.69866130564278
"96","2659217",1.79061086896658e-05,4.74699878367764
"97","2051145",1.21007041334462e-05,4.91718935758662
"98","2861979",1.0569068796642e-05,4.97596327516138
"99","2894063",1.05354037184321e-05,4.97734881749984
"100","2845744",1.04730645477285e-05,4.97992621980847
"101","1779688",9.38818238885842e-06,5.02741848173798
"102","2927088",9.08170669915234e-06,5.04183252808981
"103","2856896",7.96894194140156e-06,5.09859933726319
"104","1600392",6.97696249336535e-06,5.15633361168737
"105","2861151",5.99162936368183e-06,5.22245505950856
"106","2892311",4.96759173770064e-06,5.30385410392438
"107","2790138",4.52136695984683e-06,5.34473024364717
"108","2853283",4.47727346076237e-06,5.34898637917626
"109","2604953",3.66801497905977e-06,5.43556889947156
"110","2809517",3.30379776351206e-06,5.48098654515277
"111","2846487",2.83672380164058e-06,5.54718294734224
"112","2850345",2.35921698512893e-06,5.62723211375178
"113","2289627",1.44979151197303e-06,5.83869444722005
"114","2824493",1.28058443502236e-06,5.89259178115076
"115","2846826",1.02469975073852e-06,5.98940336943698
"116","2920333",8.07993627550209e-07,6.09259206438716
"117","283365",6.07116114286574e-07,6.21672823977923
"118","2847018",4.37954181692908e-07,6.3585713225525
"119","26580",4.10443169320814e-07,6.3867469675555
"120","2862515",3.6911787046977e-07,6.43283492836561
"121","2778104",2.59263964117427e-07,6.58625784293961
"122","2863205",2.50389014990021e-07,6.60138472831251
"123","2785556",1.96650248383386e-07,6.70630550070877
"124","803034",8.98261722978997e-08,7.04659710622254
"125","2846488",7.74544568647009e-08,7.1109535871229
"126","2923446",3.59791921564463e-08,7.44394859212822
"127","2895608",2.38133035999799e-08,7.62318035110006
"128","2849078",1.27151970039199e-08,7.89567690665992
"129","2773219",1.17159618320026e-08,7.93122205182295
"130","501591",1.09384591404423e-08,7.9610438511227
"131","2867141",5.96992624459031e-09,8.22403103432546
"132","2832628",3.03605118724028e-09,8.51769091059322
"133","2856086",2.58535671174871e-09,8.5874795271324
"134","2821198",2.21431075845399e-09,8.65476142988409
"135","2863645",1.31578538168169e-09,8.88081494290482
"136","2811240",1.15743166401215e-09,8.93650464075798
"137","2896329",6.00090653138467e-10,9.22178313764317
"138","2824568",5.03697925551618e-10,9.29782983775325
"139","2859615",2.69215613671338e-10,9.56989975598349
"140","2906778",4.61133767346431e-11,10.3361730746245
"141","2788609",2.68340886983545e-11,10.571313149026
"142","2919054",5.11235532189358e-14,13.2913789692129
"143","806736",2.86141748383102e-14,13.5434187735486
"144","2840221",2.16902850282454e-15,14.6637347409604
