"","gene","p.GS.Zn","rank"
"1","2921039",0.000176671413744385,3.75283371567381
"2","2870539",0.000188109352311299,3.72558961191256
"3","2077788",0.000252070331005868,3.59847826832078
"4","2853076",0.000321365286901707,3.49300103647507
"5","2854767",0.000351628486567276,3.45391594856461
"6","2845757",0.000352531296425592,3.45280232190208
"7","2193254",0.000373203871539034,3.4280538596219
"8","2864701",0.000502416241079719,3.29893633006446
"9","2911735",0.000511299277735244,3.2913248207603
"10","2838254",0.000511415135393202,3.29122642312142
"11","2853432",0.000526777795789,3.27837253927127
"12","2858997",0.000559342134513087,3.25232246460291
"13","2457476",0.000585235627698499,3.23266924296731
"14","2859101",0.000587452203800851,3.23102746262212
"15","2742042",0.000588381533858196,3.23034096590599
"16","2786337",0.000590552346448148,3.22874160056361
"17","2862596",0.00075257915478251,3.12344781509974
"18","2041876",0.000844077193069009,3.0736178341908
"19","2812778",0.000886573379495928,3.05228531309036
"20","72261",0.000924346101570201,3.03416538607597
"21","2850052",0.000926884341790487,3.03297445448109
"22","2900920",0.000984230938857141,3.00690298723555
"23","2863387",0.0011173586134361,2.95180741879042
"24","2828754",0.0012548679610823,2.90140196883644
"25","2918516",0.00132957415091973,2.87628743686776
"26","2774689",0.00145423615128505,2.83736506330344
"27","2917408",0.00148315162610442,2.8288144477482
"28","2069309",0.00149619614035753,2.82501146991321
"29","2848795",0.00151284791119709,2.82020473003885
"30","2841339",0.00153047153629686,2.81517474299847
"31","2848132",0.00171305884117713,2.76622771936978
"32","2867260",0.00172516017649023,2.76317057564211
"33","2908507",0.00184116268953333,2.73490783450258
"34","2892856",0.00184179554203671,2.73475858255048
"35","2861123",0.00185104216290269,2.73258368880656
"36","2773096",0.00187759476979601,2.72639813317294
"37","2851345",0.00188765386826532,2.72407763762461
"38","1816322",0.00195918559617193,2.70792442078149
"39","2765169",0.00196100487841088,2.70752132593227
"40","2816063",0.00199497247619055,2.70006309171709
"41","2772411",0.00209149194869831,2.67954380291822
"42","2982876",0.00209425129034627,2.67897120830047
"43","2808554",0.00213833558016702,2.6699241376781
"44","2853062",0.00216200615700016,2.66514307358928
"45","2858780",0.00230364995161611,2.637583512936
"46","2869517",0.00232796020971753,2.63302444706673
"47","2038755",0.00233808693592919,2.63113934471721
"48","2854612",0.00254198193251382,2.5948275405788
"49","2919559",0.0025595399715245,2.5918380838215
"50","2853580",0.00264534183910848,2.57751819915018
"51","2896722",0.00267725659375922,2.57231000314502
"52","2892634",0.00270661635838441,2.56757329769983
"53","2921526",0.00275174044066637,2.5603925335552
"54","2912396",0.00293681888086212,2.53212283640795
"55","1874186",0.00294541724193724,2.53085317522808
"56","811009",0.00296376816374913,2.5281557713885
"57","2863098",0.003003065154293,2.52243524527589
"58","2825134",0.00307858533172495,2.51164880420221
"59","2766106",0.00313339162853321,2.50398532121099
"60","2806479",0.00315298231922385,2.5012784646105
"61","2892085",0.00317108584549454,2.49879200088684
"62","802681",0.00318868010885738,2.49638904736929
"63","2853526",0.00319156511457368,2.49599629063209
"64","2861875",0.00323138586069372,2.49061117965972
"65","2849849",0.00332092234348981,2.47874127983316
"66","2982179",0.00337662586142158,2.47151705761205
"67","2949140",0.00338713112054235,2.47016799088835
"68","2795616",0.00350163667859158,2.45572891726697
"69","2900743",0.00356202205288909,2.44830339609726
"70","2860707",0.00358300789925341,2.44575223436853
"71","2890555",0.00362062823215104,2.44121606646007
"72","2782013",0.00363969805215691,2.43893464374692
"73","2375318",0.00370275742507188,2.4314747385051
"74","2833678",0.00372620303766822,2.42873348445413
"75","2870418",0.0037542481235852,2.42547702762761
"76","2154333",0.00380052823953615,2.42015603612744
"77","2871118",0.0038183579697775,2.41812335907188
"78","2852528",0.00385207352620188,2.41430543190083
"79","1946220",0.00399678215804945,2.39828952202643
"80","2891565",0.00401438159001442,2.39638134770281
"81","2861260",0.0042687810080901,2.36969612428191
"82","2853598",0.00431153452385444,2.36536813201274
"83","2809917",0.00438764469474788,2.3577685482254
"84","2727138",0.00443633466684715,2.3529756991138
"85","2861944",0.00452011919357979,2.34485011288077
"86","2916016",0.00460176377603319,2.33707567888737
"87","2869606",0.00460537617899048,2.33673488972614
"88","2858478",0.00465345185497259,2.33222477497727
"89","2117082",0.00466552134735201,2.3310998190928
"90","2911929",0.00470406658984694,2.32752653910063
"91","2868431",0.00490048843292802,2.30976063157274
"92","2923423",0.00494096626749983,2.3061881110749
"93","2858782",0.00510335640428885,2.29214410068384
"94","2897816",0.00512837949611527,2.29001984484443
"95","2868434",0.00524245857558214,2.28046499252064
"96","2798389",0.00527411096694509,2.27785073691935
"97","2757925",0.00531775075486709,2.2742720220858
"98","2852000",0.00533340195274674,2.27299568440607
"99","2856609",0.00537923302523614,2.26927964192708
"100","2785520",0.00547507084016548,2.26161025725608
"101","2959759",0.00548765248716847,2.2606133987014
"102","2793973",0.0056131787374423,2.25079112855371
"103","2861198",0.00561498092798578,2.2506517145378
"104","2923153",0.00561742277840951,2.25046288902742
"105","2846510",0.00563822351561149,2.24885771142423
"106","2861023",0.00570299714912253,2.24389684551478
"107","2820567",0.00576742371824486,2.23901814088392
"108","2767976",0.00577392248833861,2.23852905057528
"109","2892301",0.00581387315564692,2.2355344476952
"110","2795213",0.00585174416672111,2.23271466911713
"111","2871194",0.0058532131915372,2.2326056572933
"112","2848511",0.00588833576536045,2.23000743357449
"113","2859890",0.00589591053765561,2.22944911492127
"114","2781628",0.00594583161940903,2.22578739378513
"115","2866434",0.00606187448635557,2.21739306012404
"116","1336358",0.0060719277995146,2.21667340121976
"117","2786788",0.00616175963428834,2.21029524719699
"118","2898415",0.00620788736073742,2.20705617175212
"119","2865412",0.00622492908150762,2.20586559197284
"120","2862994",0.00622869896757305,2.20560265802955
"121","1919526",0.00625711031480261,2.20362618820808
"122","2841956",0.00628387473155934,2.20177248116465
"123","2857357",0.00644131067480841,2.19102575361523
"124","247207",0.00653067319355904,2.18504204855973
"125","2806642",0.00654082706040918,2.18436733347053
"126","2914385",0.00655539227677789,2.1834013148751
"127","2862599",0.00667988842546895,2.17523079150766
"128","2858866",0.00676123620378071,2.16997389172152
"129","2864696",0.00681253550287318,2.16669122142551
"130","2863129",0.00696419521199379,2.15712906376041
"131","2820725",0.00699761057382084,2.15505023023646
"132","2915194",0.00703080255340587,2.15299509822029
"133","2853188",0.007180854984722,2.14382384363503
"134","2850183",0.0071993841297957,2.14270465363419
"135","2913375",0.00759466593804449,2.11949132442853
"136","89575",0.00759868255135519,2.11926169854473
"137","2795319",0.0076163902340843,2.11825081250072
"138","1863906",0.00762555555329059,2.11772851067765
"139","2856922",0.00777794112521803,2.10913534854903
"140","2495681",0.00795460800915265,2.09938121685416
"141","79086",0.00796142422860551,2.09900923385833
"142","2894712",0.00803489310838842,2.09501989646702
"143","2802613",0.0081187125915109,2.09051283267147
"144","2845949",0.00819678433748581,2.08635649132207
"145","2850252",0.00823049976647101,2.08457379307074
"146","2774595",0.00834653686677966,2.07849368399273
"147","2858900",0.00838663284407823,2.0764123694162
"148","2854419",0.00840953681114085,2.07522792404815
"149","2870638",0.00849399160652558,2.0708881725002
"150","2869794",0.0085129866638886,2.06991804695582
"151","2775246",0.00856891970375772,2.0670739267664
"152","2846456",0.00858200563108423,2.06641120484087
"153","2851602",0.00863352503015522,2.06381184755567
"154","2851208",0.00863643348127412,2.06366556761146
"155","2922209",0.00871378263744044,2.05979327760402
"156","1858984",0.0087697363293551,2.0570134639233
"157","2859259",0.00891062664323211,2.05009175296333
"158","2776891",0.00898245720172456,2.04660484338011
"159","2918713",0.00904095214826718,2.04378582937385
"160","2804681",0.00936773071161089,2.02836560215243
"161","2915286",0.00937213768213859,2.02816133999037
"162","2845509",0.00942132970385064,2.02588779760089
"163","2831283",0.00951813543686525,2.0214481197658
"164","2779976",0.00956141565055277,2.01947780189679
"165","2844962",0.00965086218944539,2.0154338858902
"166","2506755",0.00969214460620929,2.01358011483888
"167","2848028",0.0097230640588179,2.01219685296051
"168","2765528",0.00972754326231368,2.01199682903696
"169","2846371",0.00994923524415427,2.00221030036062
"170","2812933",0.0100082245680116,1.9996429583552
"171","2850106",0.0100454748915537,1.99802952751641
"172","2780245",0.0101342685704446,1.99420759056079
"173","2846372",0.0102454932922186,1.98946712667899
"174","2840261",0.0103511579457151,1.98501106457372
"175","2864721",0.0105765098475759,1.97565762190422
"176","79903",0.0106891654203788,1.97105620194496
"177","2912092",0.0107812127234868,1.96733238483615
"178","2811018",0.0107844981531037,1.96720005959331
"179","2895776",0.0108020112056399,1.96649537653223
"180","2862965",0.0109365598631039,1.96111926551842
"181","523891",0.0110387550904464,1.9570799019542
"182","2772647",0.0110759517425578,1.9556189451246
"183","2977678",0.0111479298250418,1.9528057737848
"184","799634",0.0111632613516752,1.9522089075385
"185","2775879",0.0112331349595235,1.9494990232915
"186","2862716",0.0112393027377814,1.94926063062878
"187","2897064",0.0114420272949782,1.94149702055879
"188","2858986",0.0116078216509908,1.93524927326033
"189","2490747",0.0116339460307074,1.93427295520331
"190","2861128",0.011677331260105,1.93265639964153
"191","2846045",0.0117010702501793,1.93177441325473
"192","2758230",0.011854141276447,1.92612990118881
"193","2869103",0.0119950410997694,1.92099825962841
"194","74485",0.0123785133955621,1.90733150902114
"195","2786156",0.0124036239093089,1.90645141049244
"196","2846381",0.0125354236261014,1.90186098477162
"197","2846092",0.0126882762656187,1.89659737390041
"198","12847",0.0128786825009323,1.89012856336141
"199","2851797",0.0129236550989677,1.88861464076689
"200","2896432",0.0129287510726906,1.88844342627476
"201","14841",0.0129412933428292,1.88802231844433
"202","2870425",0.0129463069977841,1.88785409870363
"203","2918109",0.0129772174316071,1.88681841875655
"204","2797252",0.0130610942084371,1.88402043800887
"205","2925750",0.0132321775090079,1.87836868171342
"206","2806526",0.0133792500230272,1.87356823036413
"207","2826976",0.0137316011551295,1.86227881947888
"208","2795210",0.0138333878976422,1.85907144497637
"209","2805860",0.0138601798849274,1.85823113317844
"210","2768421",0.0138948692717179,1.85714553487715
"211","2862949",0.0140956426819214,1.85091511795847
"212","2902691",0.0143052305034073,1.84450513991735
"213","2893281",0.0143847724790111,1.84209700286586
"214","2858791",0.0145927625721244,1.83586248355155
"215","2871603",0.0147358279846704,1.83162545675529
"216","2986416",0.0148894620395233,1.82712099314689
"217","2904775",0.0149422260422486,1.82558469797917
"218","2918940",0.0150191381988986,1.82335498651964
"219","797462",0.0150406628144539,1.82273302476053
"220","2861769",0.0150562810399111,1.82228228731855
"221","2871718",0.0153862501298129,1.81286721164125
"222","2892918",0.0155979334683348,1.80693293643714
"223","2760029",0.0158470114200169,1.80005262910397
"224","2857602",0.0159388227571956,1.79754375878273
"225","87864",0.0160674850939426,1.79405209431916
"226","2796960",0.0163188519092752,1.7873103987075
"227","2211179",0.0163377909988301,1.78680666395245
"228","2863391",0.0163961546793369,1.78525799325468
"229","2851977",0.0164458256358932,1.78394431858682
"230","2982627",0.016532197291739,1.78166942058109
"231","2859035",0.0166482423467737,1.77863161076973
"232","2924275",0.0166679067565085,1.77811893773522
"233","2851048",0.0167895488734778,1.774960972974
"234","2642505",0.0169712644805264,1.77028579843327
"235","2849881",0.0171564990950677,1.76557132830607
"236","2850391",0.0171575906952342,1.76554369674528
"237","2784848",0.0172475539950696,1.76327248678003
"238","2852277",0.0173158200151916,1.76155693699698
"239","2639930",0.0174889554071623,1.75723612959813
"240","2830628",0.0176396296424762,1.75351053745349
"241","2908151",0.0176585364323749,1.75304529428525
"242","801970",0.0178687192642017,1.74790657432272
"243","2919587",0.0179422569106326,1.7461229290631
"244","2844032",0.0183481001795477,1.73640889731126
"245","2900611",0.0184526157275557,1.73394206226785
"246","2890389",0.0184988301300583,1.73285573560375
"247","2986449",0.0185216666129425,1.73231993729561
"248","2894929",0.018529267784684,1.73214174222208
"249","2867249",0.0187669432684834,1.72660645885105
"250","2846087",0.0188643778712661,1.72435751283412
"251","2423321",0.0188776383684838,1.72405233777567
"252","206005",0.0188924722246551,1.72371120760101
"253","2912251",0.018962881646018,1.722095665528
"254","2800892",0.0190128399614237,1.72095300741361
"255","2868354",0.0191000311826458,1.718965923724
"256","2921099",0.019107038687777,1.71880661703784
"257","2870416",0.0192434013811261,1.71571816148249
"258","2846251",0.0192537714420234,1.7154841879201
"259","2861926",0.0193658008191871,1.71296453925818
"260","2849412",0.0194169253274184,1.71181953956982
"261","2870628",0.0194438271570097,1.71121824817611
"262","2919237",0.0195892037708146,1.70798321612212
"263","2857696",0.0199978143483947,1.6990174677511
"264","2899738",0.020093199718904,1.69695089901016
"265","2860645",0.0201433777786329,1.6958677022223
"266","2915067",0.0201623198885611,1.69545949916918
"267","72942",0.020418781441356,1.68997017944235
"268","2847995",0.0209245415988689,1.67934404746911
"269","2768903",0.0209463223309181,1.67889221764253
"270","2769046",0.0209563728246906,1.67868388383234
"271","2859943",0.021056319690055,1.67661753428893
"272","2977724",0.0211531382581419,1.67462519202003
"273","2846810",0.0215092277649622,1.66737518159004
"274","2892678",0.0216660562390145,1.66422013388121
"275","2913328",0.0217736592744473,1.66206857742871
"276","647312",0.0218140310992843,1.6612640720459
"277","2857585",0.0218322746641755,1.66090101359753
"278","2855313",0.0219607572910118,1.65835268782682
"279","2854608",0.0219852335249045,1.65786891698816
"280","2924243",0.0221391231563847,1.65483958381342
"281","2914084",0.0221428330696032,1.65476681400015
"282","2775367",0.0222231246884884,1.65319487700809
"283","2978185",0.0222352364824921,1.65295824725866
"284","2901125",0.0223138821375665,1.65142486520467
"285","2851596",0.0224825356614788,1.64815470904222
"286","2845172",0.0233268483906565,1.6321439332596
"287","2764386",0.0236796213625102,1.62562524626868
"288","2858761",0.0238162862596521,1.62312595833109
"289","2872504",0.024125224379681,1.61752863875498
"290","2894543",0.0242069370021588,1.61606016005093
"291","802152",0.0242979750024395,1.61442991907296
"292","2871670",0.0247122877299738,1.60708704810202
"293","79441",0.0250344644260318,1.60146169523
"294","2851709",0.0251851075158956,1.59885619078759
"295","702975",0.0252318844309152,1.59805031320076
"296","2849848",0.0252813612549885,1.59719954551569
"297","2922520",0.0253118984790328,1.59667528004731
"298","2867145",0.0253512021961226,1.59600144087651
"299","1734196",0.0257298188233965,1.5895632718649
"300","2729612",0.0259634140672714,1.58563820042761
"301","2791799",0.0261699812909245,1.58219658783972
"302","2846702",0.0266887753313551,1.57367135423937
"303","2850188",0.0271647373252813,1.56599449010504
"304","2760033",0.0271871730758929,1.56563594803469
"305","2890405",0.027190882646262,1.56557669450226
"306","2895316",0.0276543106231201,1.5582371633133
"307","2777278",0.0276729181447955,1.55794504153275
"308","2860650",0.0277047694848654,1.55744545899866
"309","2094046",0.0280463927862014,1.5521229880188
"310","2851460",0.0283629904631351,1.54724798106412
"311","2915352",0.0284336349470907,1.54616761668828
"312","2839148",0.0285789112617098,1.54395432005303
"313","2850840",0.0287358002927395,1.54157670324994
"314","2846276",0.02903300308149,1.53710803980507
"315","2798933",0.0291953782089938,1.53468589434607
"316","2891648",0.029640407584302,1.52811582868204
"317","2017881",0.0296492980003043,1.52798558486981
"318","2851871",0.0297595769703777,1.526373246538
"319","2760845",0.029834679031415,1.52527863003826
"320","2915786",0.0308633281737254,1.51055724322596
"321","2850656",0.0308652716797011,1.51052989596965
"322","2812634",0.0309399065468243,1.50948100240975
"323","2868492",0.0311681499975497,1.50628897474272
"324","23483",0.0320437102501266,1.49425720395276
"325","2846408",0.0322216049393553,1.49185283142312
"326","2861195",0.0324185487565671,1.48920643060786
"327","1161593",0.0325441631554389,1.48752689147954
"328","2866335",0.032739752706013,1.48492460527898
"329","2829049",0.0334559190929945,1.4755270347867
"330","2845814",0.0335740892649534,1.47399575922722
"331","2858684",0.0337171597079245,1.47214901693962
"332","2894416",0.0337518062083047,1.47170298119413
"333","2863061",0.034423495703914,1.46314502919054
"334","2891858",0.0345984407978325,1.4609434725412
"335","2903651",0.0349617363618279,1.45640700642567
"336","2851899",0.0352135472817613,1.45329022351554
"337","2845996",0.0356462720745459,1.44798588242109
"338","2390326",0.0358190837139853,1.4458855280082
"339","2894112",0.0362173377205244,1.44108347715228
"340","2767644",0.0362634673411881,1.44053067307141
"341","2897678",0.0364459795866112,1.43835037241187
"342","2908653",0.036841609674073,1.43366140297857
"343","2891023",0.0368660625059518,1.43337324490689
"344","2869811",0.0370180742653592,1.43158617763286
"345","2846961",0.0371365582580138,1.43019834827569
"346","2763244",0.0371594787182892,1.4299303870185
"347","2777114",0.0373678695871561,1.42750166139351
"348","2914936",0.0375286098694747,1.42563752237609
"349","2846115",0.037580107668406,1.42504197996387
"350","2760794",0.0376941983708071,1.42372548824077
"351","2859011",0.0377161488798056,1.42347265860797
"352","2892883",0.0378479236313641,1.42195794126763
"353","93776",0.0386271322006019,1.41310753404225
"354","2855281",0.038928147949846,1.40973625783579
"355","2787062",0.0389320176159133,1.40969308878756
"356","2783734",0.0391842239670694,1.40688874989534
"357","2984753",0.039311281625259,1.40548279709305
"358","2873710",0.0394816944853198,1.40360421644232
"359","2829265",0.0402993370731377,1.39470209797418
