"","gene","p.GS.EC50","rank"
"1","2913847",0.996429286294804,0.00155351649350476
"2","2916003",0.916326163672265,0.0379499129370387
"3","801366",0.89940411678218,0.0460451288965046
"4","2919381",0.896930423900956,0.04724124445627
"5","441933",0.872808457202825,0.0590810542406075
"6","2913330",0.853554331346433,0.0687688294959827
"7","2867813",0.853312162250569,0.0688920643279057
"8","801445",0.850097927403619,0.0705310426606106
"9","2333342",0.774200094534244,0.111146779987229
"10","2850763",0.767744612732793,0.114783222320425
"11","2857887",0.714822268160503,0.145801926803505
"12","2776530",0.69904958275236,0.155492019172693
"13","2917526",0.689140788336142,0.161692044636064
"14","2855522",0.68728913104283,0.162860524075004
"15","22103",0.677570228050584,0.169045684845894
"16","2851373",0.645853659227345,0.189865875487583
"17","2856913",0.619978954123479,0.207623052861704
"18","2868939",0.604850480075722,0.218351970311968
"19","2840152",0.601047798817269,0.221090989000371
"20","2789992",0.596383166414775,0.224474623495954
"21","2866392",0.582559037046759,0.234660056285757
"22","2846110",0.554106687152423,0.256406608591455
"23","2867559",0.532110094692176,0.273998501970742
"24","226852",0.513150152702392,0.289755537522588
"25","633574",0.509933628826053,0.292486346471432
"26","2866912",0.50833037782835,0.293853936079291
"27","2785976",0.501558604077824,0.299678315005207
"28","2871021",0.497219727440367,0.303451648838657
"29","2864992",0.495422795500937,0.305024014438704
"30","2773870",0.476729601889546,0.321727880298384
"31","2849503",0.473861772348852,0.32434832554326
"32","2922613",0.460335411970037,0.336925615087276
"33","2818391",0.446904426347144,0.349785343865889
"34","2848592",0.440363581361366,0.356188604931435
"35","2505396",0.419348191969971,0.377425225113811
"36","2786901",0.406993680727285,0.39041233388676
"37","2967277",0.373738884166756,0.427431715368062
"38","2910090",0.361369185602436,0.442048883024066
"39","1611436",0.333739464674926,0.476592435007928
"40","793171",0.329021310684526,0.482775971919441
"41","2857953",0.293530701350501,0.532346467739053
"42","2760662",0.278216176657959,0.555617621903142
"43","2845846",0.27318268908451,0.563546824292366
"44","1870705",0.250666098272517,0.600904398904839
"45","2856973",0.237424353310161,0.62447473624171
"46","2810379",0.234419994825376,0.630005347978257
"47","2858656",0.230283024047232,0.637738076079842
"48","2778673",0.21355315667811,0.67049400458016
"49","2891599",0.186083412801124,0.730292337508659
"50","2852538",0.180057599274972,0.74458854464237
"51","2912740",0.165472606508864,0.78127389207998
"52","2845422",0.165315571187281,0.781686238006159
"53","2841174",0.160366498146082,0.794886354193725
"54","2809639",0.159186603877604,0.798093482495497
"55","75720",0.153317257844742,0.814408956920599
"56","2833598",0.151162703582938,0.820555349219623
"57","88474",0.151043242637178,0.820898699394546
"58","2832590",0.143100122743932,0.844359993724575
"59","1179961",0.14254122525889,0.846059512405294
"60","1302276",0.140442023915402,0.852502920527126
"61","1835483",0.134813414952211,0.870266890071892
"62","2858598",0.133267434558844,0.875275962508541
"63","2773568",0.124495130869703,0.904847633931876
"64","2893410",0.123453984829276,0.908494887413413
"65","2853343",0.123371458933964,0.908785299469294
"66","2863082",0.113856517932156,0.943642102326462
"67","338391",0.113647017051809,0.944441958926608
"68","2850664",0.110218375119866,0.95774599579356
"69","2769278",0.106102406287407,0.974274766659522
"70","806604",0.104248776353127,0.981929033967669
"71","2399937",0.101535732304672,0.993381094580045
"72","2765636",0.100881357073576,0.996189084190709
"73","2170020",0.0936421648648797,1.02852855462937
"74","2829631",0.0871005168981505,1.05997926766342
"75","2764020",0.0860583099979099,1.06520718678924
"76","1793281",0.0854714814955716,1.06817876825596
"77","2315326",0.0821474653455883,1.08540583214866
"78","805672",0.0817016986634084,1.08776891393912
"79","20852",0.0781076827368427,1.1073062464541
"80","2985537",0.075466601315922,1.12224520828311
"81","112905",0.0681446813037304,1.16656803521569
"82","811476",0.0657770136231624,1.18192584803827
"83","2472521",0.0647120991310539,1.18901451230502
"84","2903362",0.0642938975335485,1.19183024625583
"85","2912783",0.0628400619420604,1.20176339554356
"86","471982",0.0611780666292218,1.21340425186144
"87","2765833",0.060658519120183,1.21710819649458
"88","2859238",0.0597594017664725,1.22359375876328
"89","49860",0.0592988436164753,1.22695377570623
"90","2800464",0.0583672650193741,1.23383065643838
"91","2821237",0.0556844549983901,1.25426602656164
"92","2849092",0.0510384903796409,1.29210217969222
