"","gene","p.GS.Zn","rank"
"1","2854851",0.619491076207722,0.207964945271223
"2","2196648",0.295564604118821,0.529347576895298
"3","801011",0.280920508978202,0.551416553390365
"4","2779288",0.280838970935782,0.551542626998031
"5","2902175",0.24528557814855,0.610327985893205
"6","2856955",0.241059196862915,0.617876294711479
"7","2872017",0.218649089968009,0.660252325877754
"8","2851564",0.206478397342972,0.685125379385366
"9","2859100",0.198314422207745,0.702645701036845
"10","2824613",0.1953105874824,0.709274213647355
"11","2859045",0.174344499729846,0.758591749318443
"12","2837210",0.168417680561466,0.773612318019163
"13","2979554",0.157337361052466,0.803168138328343
"14","2896885",0.129448850390565,0.8879018020947
"15","2915486",0.125225890953912,0.902305869720371
"16","84199",0.123573661950727,0.9080740833601
"17","1837998",0.122678204644638,0.911232588400608
"18","2836858",0.11027226437909,0.957533707340554
"19","2894127",0.109736523778596,0.959648801454371
"20","2856927",0.101181615923805,0.99489838895999
"21","2871643",0.0998307073665737,1.00073585161242
"22","2858911",0.0968753782171948,1.0137865889262
"23","2842298",0.0864359547931904,1.06330556631569
"24","179634",0.0836868553607782,1.07734275099818
"25","2892787",0.082313956439435,1.08452652334469
"26","2860905",0.0686734929853637,1.16321086223608
"27","2665010",0.0656790333146852,1.18257324792862
"28","7366",0.0656628093091116,1.18268054041044
"29","2860764",0.0654694888388581,1.18396104987272
"30","1871524",0.0649315393932474,1.18754430077628
"31","2766983",0.0570500944744601,1.24374363205729
"32","2821217",0.0545726624863326,1.26302485737839
"33","2896430",0.0508050656140913,1.29409298341357
"34","2862829",0.0488870319900282,1.31080632864904
"35","2868814",0.0448387158161894,1.34834683412187
"36","2813914",0.029638681744045,1.52814111661777
"37","2846089",0.0289045684836944,1.53903350982283
"38","2854785",0.0235546139195328,1.62792400982909
"39","2781828",0.0234496323445776,1.62986396198825
"40","2853197",0.0207105672683695,1.68380800549338
"41","2845200",0.0191722774584012,1.71732629458841
"42","2827677",0.0137171496200727,1.862736124262
"43","2850864",0.00977745172714068,2.00977431955258
"44","2859285",0.00936589960873051,2.02845050164769
"45","2856829",0.00449486618716594,2.34728323274954
"46","2984169",0.00326598304641365,2.48598607399865
